key,source,target
BARKS_Subtitles/FullLife_Fengjie_FengjieP2Only_04,"¿Te gusta montar un espectáculo, eh?",
BARKS_Subtitles/Alerted_GenericIntruder_Flashkick_Hideout2_03,"¿{ListenerGender}|gender(Preparado,Preparada) para que te den una paliza?",
BARKS_Subtitles/MCRez_First_Sean_SeanAllPhase_01,"¿{ListenerGender}|gender(Listo,Lista)? ¿O necesitas recuperar el aliento?",
BARKS_Subtitles/MCRez_First_Grunt_HideoutAll_07,¿En serio? ¿Quieres más?,
BARKS_Subtitles/MCRez_First_Grunt_HideoutAll_04,¿Segunda ronda?,
BARKS_Subtitles/Alerted_MCEscape_FireDisciple_HideoutAllBut5_01,Correr no te salvará.,
BARKS_Subtitles/Alerted_GenericSearched_FireDisciple_HideoutAll_03,Sean me dio su fuerza.,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_02,¡Mierda!,
BARKS_Subtitles/MCPickWeapon_Grunt_HideoutAll_03,"¡Mierda, tiene un arma!",
BARKS_Subtitles/Alerted_MCAttacking_FireDisciple_HideoutAllBut5_02,Enséñame lo que tienes.,
BARKS_Subtitles/Alerted_GenericSearched_Bodyguard_Hideout3_01,¿Tú eres quien está dando problemas?,
BARKS_Subtitles/Alerted_GenericSearched_Bodyguard_Hideout4_01,¿Tú eres quien está dando problemas?,
BARKS_Subtitles/FengjieReposition_Fengjie_FengjieAllPhase_01,¿Pasa algo?,
BARKS_Subtitles/MCRez_NotFirst_ArchAll_HideoutAll_01,¡Quédate ahí!,
BARKS_Subtitles/MCRez_NotFirst_Grunt_HideoutAll_04,"¡Que te quedes ahí, joder!",
BARKS_Subtitles/Alerted_MCEscape_Bodyguard_HideoutAllBut5_02,"¡Quédese ahí, {ListenerGender}|gender(señor,señora)!",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout4_06,¡Quédate donde estás!,
BARKS_Subtitles/Alerted_MCEscape_KungFuStudent_Hideout0_01,¡Quédate donde estás!,
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP2Only_02,Poco a poco estás más cerca de la muerte.,
BARKS_Subtitles/Alerted_GenericSearched_KungFuStudent_Hideout0_02,¡Detenedlo!,
BARKS_Subtitles/Alerted_MCAttacking_KungFuStudent_Hideout0_02,¡Para!,
BARKS_Subtitles/Sanctuary_Flashkick_HideoutAll_03,¡Deja de intentar ganar tiempo!,
BARKS_Subtitles/MCDominating_Grunt_HideoutAll_03,"¡{ListenerGender}|gender(Detenedlo,Detenedla) de una puta vez!",
BARKS_Subtitles/ReactionTakedown_KungFuStudent_Hideout0_02,¡Para!,
BARKS_Subtitles/Alerted_MCEscape_Bodyguard_HideoutAllBut5_01,¡Para ya!,
BARKS_Subtitles/MCRez_First_Bodyguard_HideoutAll_01,Ríndete. No puedes seguir luchando.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout4_03,Objetivo detectado.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout3_06,¡El objetivo está aquí!,
BARKS_Subtitles/MCDominating_Grunt_HideoutAll_05,No es posible.,
BARKS_Subtitles/MCRez_NotFirst_Bodyguard_HideoutAll_02,No puede ser...,
BARKS_Subtitles/Spare_Yang_YangAllPhase_01,Ahora empieza tu final.,
BARKS_Subtitles/Alerted_MCAttacking_Flashkick_HideoutAllBut5_01,Esa te la llevas gratis.,
BARKS_Subtitles/Alerted_MCAttacking_Bodyguard_HideoutAllBut5_02,Eso ha sido un error.,
BARKS_Subtitles/MCRez_First_Sean_SeanP1Only_01,Eso solo ha sido el calentamiento.,
BARKS_Subtitles/ThrowCancel_Yang_YangAllPhase_01,"Eso no funcionará conmigo, idiota.",
BARKS_Subtitles/MCRez_First_Yang_YangAllPhase_01,¿Eso es todo? Tras ocho años de entrenamiento. Mmm...,
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_07,Ya es suficiente...,
BARKS_Subtitles/MCRez_First_Grunt_HideoutAll_03,Ya está. ¡Levanta!,
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP2Only_01,Tu fin está cerca.,
BARKS_Subtitles/FullLife_Yang_YangP1Only_01,Estás jugando a un juego muy peligroso conmigo.,
BARKS_Subtitles/DominatingMC_Yang_YangP3Only_02,Esta es una pelea que sabes que no puedes ganar.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout3_01,Hasta aquí has llegado.,
BARKS_Subtitles/Spare_Kuroki_KurokiP2Only_03,Estoy empezando a cansarme.,
BARKS_Subtitles/DominatingMC_Yang_YangP3Only_04,Esta es la parte donde te mato.,
BARKS_Subtitles/DominatingMC_Yang_YangP3Only_03,Aquí es donde te mato.,
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_01,"Y ahora, te mataré.",
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_02,Es el momento de que mueras.,
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_03,Se acabó. ¡Muere lentamente!,
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_08,Aquí se acaba todo...,
BARKS_Subtitles/Alerted_GenericIntruder_BigGuy_Hideout2_02,Esta zona del club está restringida.,
BARKS_Subtitles/Alerted_GenericIntruder_Grunt_Hideout2_06,Te vamos a hacer pedazos.,
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP1Only_04,Esta vez mis cuchillas no fallarán.,
BARKS_Subtitles/Alerted_MCEscape_Flashkick_Hideout5_01,"Por aquí, {ListenerGender}|gender(señor,señora).",
BARKS_Subtitles/Alerted_MCEscape_Grunt_Hideout5_01,"Por aquí, {ListenerGender}|gender(señor,señora).",
BARKS_Subtitles/Alerted_MCThreatening_Grunt_HideoutAllBut5_01,¿Nos amenazas?,
BARKS_Subtitles/MCDominated_BigGuy_HideoutAll_02,Ya es tarde para retirarse.,
BARKS_Subtitles/LastMan_Flashkick_HideoutAll_01,"Eres {ListenerGender}|gender(un tipo duro,una tipa dura), ¿eh?",
BARKS_Subtitles/MCRez_NotFirst_Yang_YangAllPhase_02,Inténtalo de nuevo. Esfuérzate más.,
BARKS_Subtitles/FullLife_Kuroki_KurokiP2Only_03,Intenta aguantar.,
BARKS_Subtitles/Alerted_MCAttacking_FireDisciple_HideoutAllBut5_03,¿Quieres que peleemos?,
BARKS_Subtitles/MCRez_First_ArchAll_HideoutAll_01,¿Quieres más?,
BARKS_Subtitles/MCRez_First_BigGuy_HideoutAll_03,¿Quieres más?,
BARKS_Subtitles/MCRez_First_Grunt_HideoutAll_01,¿Quieres más?,
BARKS_Subtitles/MCDominating_Flashkick_HideoutAll_01,"¡Cuidado, es muy {ListenerGender}|gender(rápido,rápida)!",
BARKS_Subtitles/MCDominating_Flashkick_HideoutAll_02,"¡Cuidado, es {ListenerGender}|gender(duro,dura)!",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout5_04,Es un honor que haya elegido quedarse en el santuario.,
BARKS_Subtitles/MCDominated_Bodyguard_HideoutAll_02,Enclenque.,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_03,¿Qué?,
BARKS_Subtitles/Alerted_MCClose_ArchAll_HideoutAll_01,¿Qué...?,
BARKS_Subtitles/Alerted_GenericSearched_FireDisciple_Hideout3_02,¿Qué haces aquí?,
BARKS_Subtitles/Alerted_MCThreatening_Grunt_HideoutAllBut5_06,"¿Qué haces aquí, idiota?",
BARKS_Subtitles/Alerted_MCThreatening_Bodyguard_HideoutAllBut5_01,¿Qué estás haciendo?,
BARKS_Subtitles/Alerted_MCThreatening_KungFuStudent_Hideout0_02,¿Qué estás haciendo?,
BARKS_Subtitles/FullLife_Kuroki_KurokiP1Only_01,¿Qué estás haciendo?,
BARKS_Subtitles/Sanctuary_Grunt_HideoutAll_05,¿A qué esperas?,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_05,Pero qué...,
BARKS_Subtitles/FullLife_Kuroki_KurokiP1Only_02,¿Qué crees que estás haciendo?,
BARKS_Subtitles/MCRez_NotFirst_Flashkick_HideoutAll_02,¿Qué brujería es esta?,
BARKS_Subtitles/Alerted_MCAttacking_Grunt_HideoutAllBut5_05,¿Pero qué...?,
BARKS_Subtitles/Alerted_MCClose_BigGuy_HideoutAll_02,¿Pero qué...?,
BARKS_Subtitles/Alerted_MCClose_Bodyguard_HideoutAll_03,Pero qué...,
BARKS_Subtitles/Alerted_MCClose_FireDisciple_HideoutAll_03,Pero qué...,
BARKS_Subtitles/Alerted_MCClose_Flashkick_HideoutAll_05,¿Pero qué...?,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_04,¿Pero qué...?,
BARKS_Subtitles/MCRez_NotFirst_Grunt_HideoutAll_01,Pero ¿qué...? ¿Otra vez?,Berriro?
BARKS_Subtitles/MCRez_NotFirst_BigGuy_HideoutAll_01,Pero qué... No puede ser...,
BARKS_Subtitles/Alerted_MCClose_BigGuy_HideoutAll_03,¿Qué ha sido eso?,
BARKS_Subtitles/MCDominated_Flashkick_HideoutAll_01,¿Qué pasa?,
BARKS_Subtitles/Alerted_MCEscape_Grunt_HideoutAllBut5_02,¿Adónde crees que vas?,
BARKS_Subtitles/Alerted_MCClose_Flashkick_HideoutAll_04,¿Dónde se ha...?,
BARKS_Subtitles/Alerted_MCEscape_BigGuy_HideoutAllBut5_03,"¿A dónde vas, gusano?",
BARKS_Subtitles/Alerted_MCEscape_Grunt_HideoutAllBut5_03,¿Adónde vas?,
BARKS_Subtitles/Alerted_MCEscape_Grunt_HideoutAllBut5_01,¿Adónde te diriges?,
BARKS_Subtitles/Alerted_MCEscape_FireDisciple_HideoutAllBut5_03,¿Adónde crees que vas?,
BARKS_Subtitles/Alerted_MCEscape_Grunt_HideoutAllBut5_06,¿Adónde crees que huyes?,
BARKS_Subtitles/Alerted_MCClose_BigGuy_HideoutAll_05,¿Dónde has...?,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_06,¿Dónde has...?,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_07,¿Dónde...?,
BARKS_Subtitles/Alerted_GenericIntruder_Grunt_Hideout2_04,¿Quién cojones eres?,
BARKS_Subtitles/Alerted_MCClose_Grunt_HideoutAll_08,¿Quién...?,
BARKS_Subtitles/Alerted_MCClose_KungFuStudent_Hideout0_03,¿Quién...?,
BARKS_Subtitles/ReactionTakedown_Grunt_HideoutAll_04,¡Uaah!,
BARKS_Subtitles/Alerted_MCClose_Flashkick_HideoutAll_02,"¡Ah, mierda!",
BARKS_Subtitles/MCRez_NotFirst_Grunt_HideoutAll_07,¿Por qué no te mueres?,
BARKS_Subtitles/MCRez_NotFirst_BigGuy_HideoutAll_05,¿Por qué no mueres?,
BARKS_Subtitles/MCRez_NotFirst_Bodyguard_HideoutAll_03,¿Por qué no mueres?,
BARKS_Subtitles/Alerted_MCThreatening_ArchAll_HideoutAllBut5_01,¡Guau!,
BARKS_Subtitles/Alerted_MCClose_FireDisciple_HideoutAll_02,¡T-tú!,
BARKS_Subtitles/Alerted_GenericSearched_FireDisciple_Hideout5_01,"Yang {ListenerGender}|gender(lo,la) está esperando.",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout5_02,Yang espera. Sígame.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout5_01,Yang ha pedido que nos ocupemos de usted.,
BARKS_Subtitles/Alerted_MCClose_KungFuStudent_Hideout0_02,¿Yang?,
BARKS_Subtitles/Spare_Kuroki_KurokiP2Only_01,Me aburres.,
BARKS_Subtitles/Alerted_MCClose_Bodyguard_HideoutAll_05,¡Has venido!,
BARKS_Subtitles/Alerted_MCEscape_Flashkick_HideoutAllBut5_02,"Puedes correr, pero no esconderte.",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout4_04,"Puedes huir, pero no esconderte.",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout3_03,No puedes vencernos a todos.,
BARKS_Subtitles/MCDominated_FireDisciple_HideoutAll_01,Me decepcionas.,
BARKS_Subtitles/Alerted_MCThreatening_Bodyguard_HideoutAllBut5_03,No quieres hacer esto.,
BARKS_Subtitles/Alerted_MCThreatening_BigGuy_HideoutAllBut5_01,"Tienes {ListenerGender}|gender(cojones,ovarios).",
BARKS_Subtitles/SpecialAttack_Sifu_SifuP2Only_02,Eras toda una promesa... Ahora mírate.,
BARKS_Subtitles/MCRez_First_BigGuy_HideoutAll_01,"Impresionante, {ListenerGender}|gender(chico,chica).",
BARKS_Subtitles/MCRez_First_FireDisciple_HideoutAll_04,Me impresionas.,
BARKS_Subtitles/DominatingMC_Yang_YangP3Only_01,Sabes que ganar es imposible.,
BARKS_Subtitles/Alerted_MCAttacking_FireDisciple_HideoutAllBut5_01,Te falta fuerza.,
BARKS_Subtitles/Alerted_GenericSearched_BigGuy_Hideout3_01,"{ListenerGender}|gender(Menudo,Menuda) enclenque.",
BARKS_Subtitles/Alerted_GenericSearched_Bodyguard_Hideout5_01,"Parece {ListenerGender}|gender(tenso,tensa). Le pondré remedio.",
BARKS_Subtitles/Alerted_GenericIntruder_FireDisciple_Hideout2_02,"Parece que sabes luchar. Venga, enséñamelo.",
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout5_07,"Parece {ListenerGender}|gender(cansado,cansada), ¿cómo puedo {ListenerGender}|gender(ayudarlo,ayudarla)?",
BARKS_Subtitles/Alerted_MCEscape_Grunt_Hideout5_02,"Parece {ListenerGender}|gender(cansado,cansada), ¿puedo {ListenerGender}|gender(ayudarlo,ayudarla)?",
BARKS_Subtitles/Alerted_GenericIntruder_Grunt_Hideout1_07,¿Has venido a robar o qué?,
BARKS_Subtitles/MCRez_First_FireDisciple_HideoutAll_02,Parece que te gusta el sabor de la muerte.,
BARKS_Subtitles/MCRez_First_Grunt_HideoutAll_05,Parece que te gusta el sabor de la muerte.,
BARKS_Subtitles/MCRez_NotFirst_Yang_YangAllPhase_01,Nunca te esforzaste cuando eras joven. No has cambiado en nada.,
BARKS_Subtitles/MCRez_NotFirst_Sean_SeanAllPhase_04,Deberías seguir entrenando.,
BARKS_Subtitles/Spare_Fengjie_FengjieAllPhase_01,Deberías haber acabado conmigo.,
BARKS_Subtitles/MCDominated_Bodyguard_HideoutAll_01,Tendrías que haberte quedado en casa.,
BARKS_Subtitles/MCRez_First_BigGuy_HideoutAll_02,"Tendrías que haberte quedado {ListenerGender}|gender(quieto,quieta).",
BARKS_Subtitles/MCRez_First_Bodyguard_HideoutAll_03,"Tendrías que haberte quedado {ListenerGender}|gender(quieto,quieta).",
BARKS_Subtitles/MCRez_First_FireDisciple_HideoutAll_03,"Tendrías que haberte quedado {ListenerGender}|gender(quieto,quieta).",
BARKS_Subtitles/Spare_Yang_YangAllPhase_02,No deberías haber hecho eso.,
BARKS_Subtitles/Alerted_MCAttacking_Bodyguard_HideoutAllBut5_01,No deberías haber hecho eso.,
BARKS_Subtitles/FullLife_Yang_YangP1Only_02,No deberías jugar a estos jueguecitos conmigo.,
BARKS_Subtitles/MCRez_First_FireDisciple_HideoutAll_01,¿Has venido a por más?,
BARKS_Subtitles/MCRez_First_Flashkick_HideoutAll_01,¿Has venido a por más?,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout4_01,No escaparás de esta torre.,
BARKS_Subtitles/Alerted_MCThreatening_Flashkick_HideoutAllBut5_01,No llegarás lejos.,
BARKS_Subtitles/Alerted_MCEscape_BigGuy_HideoutAllBut5_01,¡No llegarás lejos!,
BARKS_Subtitles/Alerted_GenericIntruder_ArchAll_HideoutAll_01,¡Tú!,
BARKS_Subtitles/Alerted_MCClose_Bodyguard_HideoutAll_04,¡Tú!,
BARKS_Subtitles/Alerted_GenericIntruder_Flashkick_Hideout2_05,¡Tú! No me gusta tu cara.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout3_07,¡Tú! ¡No te muevas!,
BARKS_Subtitles/Alerted_GenericIntruder_Grunt_Hideout1_08,¡Tú! Quédate donde estás.,
BARKS_Subtitles/SpecialAttack_Kuroki_KurokiP2Only_04,¡Vas a morir ahora!,
BARKS_Subtitles/Alerted_MCAttacking_Flashkick_HideoutAllBut5_03,¡Pagarás por eso!,
BARKS_Subtitles/Alerted_MCAttacking_Grunt_HideoutAllBut5_06,Vas a pagar por eso.,
BARKS_Subtitles/Alerted_MCAttacking_Grunt_HideoutAllBut5_02,Te arrepentirás.,
BARKS_Subtitles/LastMan_FireDisciple_HideoutAll_01,Vas a sufrir.,
BARKS_Subtitles/FullLife_Fengjie_FengjieP2Only_02,"Eres un poco {ListenerGender}|gender(engreído,engreída).",
BARKS_Subtitles/LastMan_BigGuy_HideoutAll_01,Ya te tengo.,
BARKS_Subtitles/Alerted_MCAttacking_Grunt_HideoutAllBut5_01,"¡Estás {ListenerGender}|gender(muerto,muerta)!",
BARKS_Subtitles/Alerted_MCClose_Bodyguard_HideoutAll_02,Aquí estás.,
BARKS_Subtitles/Alerted_GenericIntruder_Grunt_Hideout2_02,Estás en el lugar indicado si lo que buscas es pelea.,
BARKS_Subtitles/Alerted_MCAttacking_Flashkick_HideoutAllBut5_02,"Eres {ListenerGender}|gender(mío,mía).",
BARKS_Subtitles/LastMan_FireDisciple_HideoutAll_02,"Eres {ListenerGender}|gender(mío,mía).",
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP2Only_03,"No eres tan {ListenerGender}|gender(bueno,buena) como te piensas.",
BARKS_Subtitles/MCDominating_BigGuy_HideoutAll_01,No está mal.,
BARKS_Subtitles/Alerted_GenericSearched_Flashkick_Hideout3_02,"No eres {ListenerGender}|gender(bienvenido,bienvenida) aquí.",
BARKS_Subtitles/FullLife_Sean_SeanP2Only_01,¡Empiezas a cansarme!,
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP1Only_03,Empiezas a molestarme... No te recomiendo hacer eso.,
BARKS_Subtitles/MCRez_First_BigGuy_HideoutAll_04,"Eres valiente, eso hay que reconocértelo.",
BARKS_Subtitles/SpecialAttack_Yang_YangAllPhase_02,Tu padre no tuvo tiempo de enseñarte esto.,
BARKS_Subtitles/MCRez_NotFirst_Fengjie_FengjieAllPhase_04,Tu padre estaría orgulloso.,
BARKS_Subtitles/MCRez_NotFirst_Kuroki_KurokiP1Only_01,Tu presencia altera la serenidad de este lugar.,
BARKS_Subtitles/MCRez_NotFirst_Yang_YangAllPhase_03,Tu confianza en tu don será tu ruina.,
BARKS_Subtitles/LastMan_Grunt_HideoutAll_04,Se te acabó el tiempo.,
BARKS_Subtitles/Alerted_GenericSearched_Grunt_Hideout3_04,¡Está aquí!,
BARKS_Subtitles/MCDominated_Grunt_HideoutAll_02,No puedes mantener el ritmo.,
BARKS_Subtitles/MCPickWeapon_Flashkick_HideoutAll_02,¡Tiene un arma!,
BARKS_Subtitles/MCPickWeapon_Grunt_HideoutAll_02,¡Tiene un arma!,
BARKS_Subtitles/MCRez_NotFirst_BigGuy_HideoutAll_02,"¡No es {ListenerGender}|gender(humano,humana)!",
BARKS_Subtitles/MCRez_NotFirst_FireDisciple_HideoutAll_03,"¡No es {ListenerGender}|gender(humano,humana)!",
BARKS_Subtitles/Alerted_GenericSearched_Bodyguard_Hideout4_02,"{ListenerGender}|gender(Señor,Señora), acepte su castigo.",
BARKS_Subtitles/Alerted_GenericSearched_Bodyguard_Hideout4_03,"{ListenerGender}|gender(Señor,Señora), acepte la justicia.",
BARKS_Subtitles/Alerted_MCEscape_Bodyguard_HideoutAllBut5_03,"¡{ListenerGender}|gender(Señor,Señora), pare!",
