key,source,target
H2_Boss_Sean_P1toP2/NodeID_2,You’re almost as good as Yang.,Ia Yang bezain ona zara.
H2_Boss_Sean_P1toP2/NodeID_3,I thought he was unchallenged at that old bastard’s school.,Uste nuen ez zuela zahar eroaren eskolan bere pareko aurkaririk.
H2_Boss_Sean_P1toP2/NodeID_4,Who are you?,Nor zara zu?
H2_Boss_Sean_P1toP2/NodeID_6,"Don't you know?",Ez dakizu?
H2_Boss_Sean_P1toP2/NodeID_9,Have you not figured it out by now?,Oraindik ez zara ohartu?
H2_Boss_Sean_P1toP2/NodeID_10,"Enough games, let’s put an end to this show.","Akabo jokoak, buka dezagun antzerki honekin."
H2_Boss_Sean_P1toP2/NodeID_8,A ghost from your past.,Zure iraganeko mamu bat.
H2_Boss_Sean_P1toP2/NodeID_11,"A ghost from your past, here to put an end to this sideshow.","Zure iraganeko mamu bat, antzerki honi amaiera emateko etorria."
H2_Boss_Sean_P1toP2/NodeID_12,You picked the wrong person to haunt.,Okerreko pertsona aurrean agertu zara bada.
H3_000_DetectiveElevatorFailed/NodeID_2,Need to find the key first.,Giltza aurkitu behar dut lehenengo.
H3_000_DetectiveStairsFailed/NodeID_2,Locked. Looks like I’ll need to go through the exhibition.,Itxita. Erakusteketatik pasatu behar dudala dirudi.
H3_010_Fight1_C/NodeID_3,Eyes on the target in the atrium. Everyone get into position.,Atarian ikusi dut jomuga. Denak zuen posizioetara.
H3_010_Fight1_Part2_C/NodeID_2,It was foolish of you to come here.,Ergelkeria izan da hona etortzea.
H3_010_Fight2_A/NodeID_2,Should be around here!,Hemen ingurua egon behar du!
H3_020_Fight1_C/NodeID_6,"You’re {ListenerGender}|gender(him,her), aren’t you? You’re the one that took down Sean.","Zu zara, ezta? Zu zara Sean garaitu zuena."
H3_020_Fight1_C/NodeID_17,You’ll suffer for dishonoring him.,Bera desohoratzeagatik sufrituko duzu!
H3_020_Fight3_Stairs_C/NodeID_2,There! Downstairs!,Hor! Behean!
H3_030_DetectiveDoorFailed/NodeID_2,He must have the card on him.,Txartela berak izan behar du.
H3_030_Fight2_C/NodeID_10,I must see her.,Ikusi beharra dut.
H3_030_Fight2_C/NodeID_11,I only wish to meet her.,Bera ikustea besterik ez dut nahi.
H3_030_Fight2_C/NodeID_12,"I told you, Kuroki will not speak with you or anyone else.","Esan dizut, Kuroki-k ez du zurekin edo beste inorekin hitz egingo."
H3_030_Fight2_C/NodeID_13,"For the last time, step aside.","Azkenengoz, alde hemendik."
H3_030_Fight2_C/NodeID_15,"She can't escape.",Ezin du ihes egin.
H3_030_Fight2_C/NodeID_16,Nobody outruns their past. Not even her.,Inork ez du bere iragana ahazten. Ezta berak ere.
H3_030_Fight2_C/NodeID_17,Wrong. She left this path and you won’t pull her back in!,Oker zaude. Berak bide hau utzi zuen eta ez duzu berriz itzultzea egingo!
H3_050_SpeakerTextBeforeFight_C/NodeID_3,...  believed that if we took the time to stand outside in the rain...,"...  uste nuen kanpoan zutik, euritan denbora nahikoa igaroz gero..."
H3_050_SpeakerTextBeforeFight_C/NodeID_11,...  it would cleanse us both physically and spiritually.,...  fisikoki eta espiritualki garbituko gintuela
H3_050_SpeakerTextBeforeFight_C/NodeID_10,Water has the power to finally set us free.,Urak gu aske egiteko boterea du.
H3_050_SpeakerTextInterruptFight_C/NodeID_2,"But like the darkness itself, we must first embrace it.","Baina iluntasuna bera bezala, lehenengo besarkatu egin behar dugu."
H3_050_SpeakerTextInterruptFight_C/NodeID_10,Or the shadows of the past consume us whole.,Edo iraganeko itzalek erabat kontsumituko gaituzte.
H3_050_SpeakerTextMidFight_C/NodeID_2,... it represents birth and the cleansing of a darkened soul;,... ilundutako arimaren jaiotza eta garbitzea adierazten du;
H3_050_SpeakerTextMidFight_C/NodeID_4,water is the key to being reborn.,ura da berriz jaiotzeko gakoa.
H3_050_SpeakerTextMidFight_C/NodeID_3,It is considered redemptive in nature...,Berezko askatzailea da...
H3_070_Fight_C/NodeID_2,“The mind is like an iceberg...,“Gogoa iceberg bat bezala da...
H3_070_Fight_C/NodeID_12,"... it floats with one-seventh of its bulk above water.""","... zazpiren bat besterik ez dago uraren gainetik."""
H3_070_Fight_C/NodeID_7,Our consciousness is merely the tip of the iceberg.,Gure kontzientzia iceberg-aren punta besterik ez da.
H3_070_Fight_C/NodeID_11,We must dive beneath the waters to explore the subconscious.,Uretan sakon sartu behar dugu gure subkontzientea esploratzeko.
H3_070_Fight_C/NodeID_13,To face the past.,Iraganari aurre egiteko.
H3_Boss_Phase2_1/NodeID_2,I know a hundred ways to kill you.,Zu hiltzeko ehun modu dakizkit.
H3_Boss_Phase2_1/NodeID_3,You should have run when she gave you the chance.,Aukera eman dizunean egin behar zenuen alde.
H4_000_Escort_A/NodeID_2,"She's waiting for you.","Jinfeng zain duzu."
H4_000_Lift_C/NodeID_2,Gonna enjoy this.,Honetaz gozatuko dut.
H4_000_Welcome_To_Mc_1_A/NodeID_2,"{ListenerGender}|gender(Sir,Madam).","{ListenerGender}|gender(Jauna,Anderea)."
H4_000_Welcome_To_Mc_2_A/NodeID_2,"Welcome, {ListenerGender}|gender(Sir,Madam).","Ongi etorri, {ListenerGender}|gender(Jauna,Anderea)."
H4_015_Fengjie_Monologue_End_A/NodeID_2,"Unfortunately, I don't think you'll have that opportunity.","Zoritzarrez, ez dut uste aukera hori izango duzunik."
H4_015_Fengjie_Welcomes_The_Mc_A/NodeID_2,"Don't be shy, come closer so I can get a better look at you.","Ez izan lotsatia, zatoz hurbilago zu hobeki ikusi ahal izateko."
H4_015_Guards_Threat_A/NodeID_2,"Take {ListenerGender}|gender(him,her) out!",Bota ezazue hemendik!
H4_015_MC_Lift_A/NodeID_2,Need to find another way down.,Beherako beste bide bat aurkitu behar dut.
H4_031_Offices_A/NodeID_6,Everyone into position!,Denak zuen posizioetan!
H4_031_Offices_A/NodeID_8,Shut down all entrances and exits!,Itxi sarrera eta irteera guztiak!
H4_061_Fengjie_A/NodeID_3,I see you.,Ikusten zaitut.
H4_061_Fengjie_A/NodeID_4,We see you.,Ikusten zaitugu.
H4_062_Fengjie_A/NodeID_2,You cannot escape. You are trapped.,Ezin duzu ihes egin. Harrapatuta zaude.
H4_062_MeetingRoom_A/NodeID_8,... Strike hard and fast. We must be swift and just--,... Kolpatu gogor eta azkar. Honek azkarra izan behar du eta--
H4_062_MeetingRoom_C/NodeID_7,"Intruder! Take {ListenerGender}|gender(him,her) down!","Kanpotarra! Libratu berataz!"
H4_062_WhereDidMcGo_A/NodeID_2,"Did you see where {ListenerGender}|gender(he,she) went?",Ikusi duzue nora joan den?
H4_062_WhereDidMcGo_A/NodeID_3,"Stairs, maybe?",Eskaileretara?
H4_062_WhereDidMcGo_A/NodeID_4,"Don't see anything. You?",Ez dut ezer ikusi. Zuk?
H4_062_WhereDidMcGo_A/NodeID_5,Nothing. Keep searching.,Ezer ez. Segi bilatzen.
H4_090_Fengjie_A/NodeID_2,Come and face your judgment.,Etorri eta egin aurre zure epaiari.
H4_090_MC_Jump_A/NodeID_5,!,!
H4_090_MC_Jump_A/NodeID_2,I can reach the shaft.,Igogailu-zulora iritsi naiteke.
H4_105_Big_Guy_Jumps_On_The_Lift_A/NodeID_2,Get outta my way.,Kendu nire paretik.
H4_105_Big_Guy_Jumps_On_The_Lift_A/NodeID_3,"I'll deal with this.",Nire kontu.
H4_105_LiftFight_A/NodeID_2,Squad Nine on its way.,Bederatzigarren patruila bidean.
H4_105_WhereDidMcGo_A/NodeID_2,"Squad Seven, {ListenerGender}|gender(he,she)'s in the elevator shaft.","Zazpigarren patruila, igogailu-zuloan dago."
H4_105_WhereDidMcGo_A/NodeID_5,"Repeat, {ListenerGender}|gender(he,she)'s in the shaft.","Berriro diot, igogailu-zuloan dago."
H4_105_WhereDidMcGo_A/NodeID_3,"Send Squad Nine, send them now!","Bidali bederatzigarren patruila, azkar!"
H4_180_Lieutenant_A/NodeID_2,The Guardians.,Zaindariak.
H4_180_Lieutenant_A/NodeID_3,This made-up order who kept for themselves what belongs to the people.,"Ordena inprobisatu bat besterik ez da, herriarena dena bereganatu nahi duena."
H4_180_Lieutenant_A/NodeID_5,But truth always finds its way.,Baina egiak beti aurkitzen du bere bidea.
H4_180_Lieutenant_A/NodeID_22,And so does justice.,Baita justiziak ere.
H4_240_Lieutenant_A/NodeID_4,"To each crime its punishment, and to each punishment its weapon.","Krimen bakoitzari bere zigorra, eta zigor bakoitzari bere arma."
H4_240_Lieutenant_A/NodeID_6,My father...,Nire aitak...
H4_240_Lieutenant_A/NodeID_8,My father never did anything wrong.,Nire aitak inoiz ez zuen ezer txarrik egin.
H4_240_Lieutenant_A/NodeID_10,He should have done better.,Hobeki egin behar zuen.
H4_240_Lieutenant_A/NodeID_7,"You're guilty.",Erruduna zara.
H4_240_Lieutenant_A/NodeID_9,The only person guilty of a crime is you.,Krimen baten errudun bakarra zu zara!
H4_300_MC_Jump_A/NodeID_5,!,!
H4_300_MC_Jump_A/NodeID_2,"There's no other way, this must be it.","Ez dago beste biderik, horrela izan bedi."
H5_003_FirstYangDisciple_C/NodeID_3,Welcome to the Sanctuary.,Ongi etorri Santutegira
H5_003_FirstYangDisciple_C/NodeID_18,This is a place for broken bodies and spirits.,Leku hau puskatutako gorputz eta arimentzako da.
H5_003_FirstYangDisciple_C/NodeID_19,"Everyone is welcome,","Denak dira ongi etorriak,"
H5_003_FirstYangDisciple_C/NodeID_20,as long as they step through our door with humility and peace.,ate hau umiltasun eta soseguz pasatzen badute.
H5_010_HallWelcome_A/NodeID_2,"Greetings, can I help you {ListenerGender}|gender(sir,madam)?","Agur t'erdi, zertan lagun zaitzaket {ListenerGender}|gender(jauna,anderea)?"
H5_010_HallWelcome_A/NodeID_9,No.,Ez.
H5_010_HallWelcome_A/NodeID_14,No need.,Ez da beharrik.
H5_010_HallWelcome_A/NodeID_4,Yang.,Yang.
H5_010_HallWelcome_A/NodeID_6,Where is Yang?,Non dago Yang?
H5_010_HallWelcome_A/NodeID_11,He’s in his office meditating.,Bulegoan meditatzen ari da.
H5_010_HallWelcome_A/NodeID_13,"It's the highest building, just keep going up.","Eraikinik altuena da, igotzen jarraitzea besterik ez duzu."
H5_020_Restaurant_C/NodeID_2,I’m afraid the restaurant’s closed.,"Jatetxea itxita dago, sentitzen dut."
H5_030_Room_patient_A/NodeID_2,Are you here for the cure? They say this place works miracles.,Sendagaiarengatik zaude hemen? Leku honek mirariak gertatzen direla diote.
H5_030_Room_patient_A/NodeID_29,Really?,Benetan?
H5_030_Room_patient_A/NodeID_31,They do ?,Hala da?
H5_030_Room_patient_A/NodeID_32,"Everyone who comes here,","Hona datorren orok,"
H5_030_Room_patient_A/NodeID_33,leaves this place free of what they walked through those doors with.,ateak gurutzatzean zekarren zamatik aske uzten du leku hau atzean.
H5_030_Room_patient_A/NodeID_34,Even the ones with time no longer on their side...,Baita denbora beraien alde ez dutenek ere...
H5_030_Room_patient_A/NodeID_35,People just like you and me.,Zu eta ni bezalako jendeak.
H5_030_Room_patient_A/NodeID_37,Good luck.,Zorte on.
H5_030_Room_patient_A/NodeID_48,Good luck.,Zorte on.
H5_030_Room_patient_A/NodeID_52,"I hope you find what you're looking for.","Bila zabiltzana aurkitzea epsero dut."
H5_030_Room_patient_A/NodeID_53,Thank you.,Eskerrik asko.
H5_030_Room_patient_A/NodeID_39,Hard to believe.,Sinesteko zaila.
H5_030_Room_patient_A/NodeID_44,I find that hard to believe.,Hori sinestea zaila egiten zait.
H5_030_Room_patient_A/NodeID_45,"Well, I did hear of people vanishing from here...","Tira, jendea hemendik desagertu izan dela entzun dut..."
H5_030_Room_patient_A/NodeID_46,Maybe belief is what they lacked.,Agian sinestea falta izan zitzaien.
H5_030_Room_patient_A/NodeID_50,I must go.,Joan egin behar dut.
H5_030_Room_patient_A/NodeID_40,I must go.,Joan egin behar dut.
H5_030_Room_patient_A/NodeID_30,I must go.,Joan egin behar dut.
H5_030_Room_patient_A/NodeID_42,"Sorry, I don't have time for this.","Barkatu, ez dut honetarako astirik."
H5_030_Room_patient_A/NodeID_43,"No time? Isn't that why we're all here?",Denborarik ez? Ez al gaude guztiok hemen horrexegatik?
H5_031_Room_Broomer_C/NodeID_2,These rooms are for our “special” guests.,Gela hauek gure gonbidatu “berezientzat” dira.
H5_031_Room_Broomer_C/NodeID_15,Let me show you to yours.,Utzidazu zure erakusten.
H5_032_Room_Balcony_C/NodeID_2,Come forward please.,"Etorri, mesedez."
H5_032_Room_Balcony_C/NodeID_3,"I never saw {ListenerGender}|gender(him,her) around.",Ez nuen inoiz hemen ikusia.
H5_032_Room_Balcony_C/NodeID_4,"Isn’t {ListenerGender}|gender(he,she) one of the unfit?",Onartu gabeko bat ote da?
H5_032_Room_Balcony_C/NodeID_13,"No, {ListenerGender}|gender(he,she)’s a special guest.","Ez, gonbidatu berezi bat da."
H5_040_GymSituation_C/NodeID_2,Let’s wrap up today’s lesson.,Gaurko klasea bukatu da.
H5_040_GymSituation_C/NodeID_4,I need to greet our guest.,Gure gonbidatua agurtu behar dut.
H5_050_Acupuncture_C/NodeID_2,It is an honor to meet you.,Ohorea da zu ezagutzea.
H5_050_Acupuncture_C/NodeID_6,Your treatment has been prepared.,Zure tratamendua prest dago.
H5_060_Sauna_C/NodeID_2,You need to be purged.,Garbitu egin behar zaitugu.
H5_060_Sauna_C/NodeID_13,Relax and enjoy your session.,Erlaxatu eta gozatu sesioaz.
H5_070_ToWuxingHouse_C/NodeID_2,The journey of a thousand miles begins with a single step.,Milaka kilometrotako bidaia pausu bakarrarekin hasten dira.
H5_070_ToWuxingHouse_C/NodeID_16,Your final test will begin here.,Zure azken proba hemen hasiko da.
H5_070_ToWuxingHouse_C3/NodeID_2,To reveal the path you must truly let go.,"Bidea ikusteko, atzean utzi behar duzu."
H5_070_ToWuxingHouse_C3/NodeID_16,Only then will the clouds begin to lift.,Orduan bakarrik hasiko dira lainoak joaten.
H5_070_ToWuxingHouse_C3/NodeID_17,The awakening beckons.,Esnatzea deika ari da.
H5_080_LookAtFresques/NodeID_4,!,!
TauntMC_Old_01/NodeID_2,"I'm waiting",Zain nago
TauntMC_Old_02/NodeID_2,Shall we?,Hasiko gara?
TauntMC_Old_03/NodeID_2,Actions speak louder than words.,Ekintzak hitzak baino ozenago mintzatzen dira.
TauntMC_Old_04/NodeID_2,"You're a disgrace to your art.",Zure artearentzako lotsaizuna zara.
TauntMC_Young_01/NodeID_2,Bring it on!,Aurrera!
TauntMC_Young_02/NodeID_2,Come on!,Goazen!
TauntMC_Young_03/NodeID_2,Come at me!,Zatoz nigana!
TauntMC_Young_04/NodeID_2,"Don't waste my time.",Ez niri denbora galduarazi.
TauntMC_Young_05/NodeID_2,Think you stand a chance?,Aukerarik duzula uste duzu?
TauntYang_01/NodeID_2,Come at me.,Zatoz nigana.
TauntYang_02/NodeID_2,Talk is cheap.,Hitz egitea erraza da.
