key,source,target
DetectiveBoard_H2/Detective.H2.IT06,Access Door,Sarrera atea
DetectiveBoard_H2/Detective.H2.IT02.ENT1,"An infamous night club in the city.
The owner is a good friend of Sean's, I remember his father complaining about the guy’s attendance at school.
It appears the clientele aren't much better.","Hiriko gau-klub zitala.
Jabea Sean-en lagun mina da. Bere aita gogoratzen dut, mutila eskolara zihoalako kexan.
Badirudi bezeroak ez direla askoz hobeak."
DetectiveBoard_H2/Detective.H2.IT14.ENT1,An old golden key.,Urre koloreko giltza zahar bat.
DetectiveBoard_H2/Detective.H2.IT13.ENT1,An old little box. It looks familiar.,Kutxa txiki zahar bat. Ezaguna dut.
DetectiveBoard_H2/Detective.H2.IT03,Clubbers,Klubeko kideak
DetectiveBoard_H2/Detective.H2.IT09,Code Door,Kodedun atea
DetectiveBoard_H2/Detective.H2.IT08,"Disciple's Pass",Dizipulu pasea
DetectiveBoard_H2/Detective.H2.IT07,Finding Sean,Sean bilatzen
DetectiveBoard_H2/Detective.H2.IT13,Fire Chest,Su kutxa
DetectiveBoard_H2/Detective.H2.IT14,Fire Key,Su giltza
DetectiveBoard_H2/Detective.H2.IT04,Flashkick,Tximistikada
DetectiveBoard_H2/Detective.H2.IT16.ENT4,Furious fire burn,Erredura bortitza
DetectiveBoard_H2/Detective.H2.IT12,"Hacker's Key",Hacker-aren giltza
DetectiveBoard_H2/Detective.H2.IT11.ENT1,"He's harmless, just the tech guy.",Ez da kaltegarria, teknikaria bakarrik da.
DetectiveBoard_H2/Detective.H2.IT01.ENT2,"He's involved in an event called ""The Burning"" taking place in The Club.","Klubean egingo den ""Erreketa"" izeneko ekintza batean sartuta dago."
DetectiveBoard_H2/Detective.H2.IT03.ENT1,"I don't know if all these folk are criminals, but they sure like to fight.","Ez dakit hauek guztiak gaizkileak ote diren, baina borrokatzea gustuko dute."
DetectiveBoard_H2/Detective.H2.IT06.ENT1,"I guess it's the way to participate in ""The Burning"" event.","Nik uste hau dela ""Erreketa"" ekintzan parte hartzeko modua."
DetectiveBoard_H2/Detective.H2.IT10.ENT1,"I know more about Sean's school now.
Tonight's event allows him to select a fighter to become a new disciple.
There are three trials, but basically only the fittest will make the cut.","Sean-en eskolari buruz gehiago dakit orain.
Gaur gaueko ekintzek bere dizipulu berria izango den borrokalaria aukeratzeko parada ematen diote.
Hiru proba daude, baina hobekien prestatutakoek bakarrik gaindituko dituzte."
DetectiveBoard_H2/Detective.H2.IT15.ENT1,"I remember now, I've seen this old box in Sean's father’s school.","Orain gogoratzen dut, kutxa hau Sean-en aitaren eskolan ikusi izan dut."
DetectiveBoard_H2/Detective.H2.IT09.ENT1,I will need a code for this one. For now I have no idea where this leads to.,Honetarako kode bat beharko dut. Oraingoz ez dut idearik ere honek nora daraman.
DetectiveBoard_H2/Detective.H2.IT01.ENT3,"I'll need to get there early when it's not too crowded.","Goiz joan beharko dut bertara, jende gehiegi egon aurretik."
DetectiveBoard_H2/Detective.H2.IT16.ENT1,"I've found several sentences on the walls of Sean's school. He's brainwashing his disciples with his morbid obsession with strength.","Hainbat esaldi ikusi ditut Sean-en eskolako paretetan. Bere dizipuluen burua jaten ari da indarrarekin duen obsesio morboso horrekin."
DetectiveBoard_H2/Detective.H2.IT04.ENT1,"It's difficult to parry the momentum of her kicks, I’d better avoid them. I need to watch out for that sweep and Hammer Kick, too.","Zaila da bere ostikadak une egokian aldaratzea, ekiditea da hoberena. Bere ekorketa eta Mailu Ostikadarekin ere kontuz ibili behar dut."
DetectiveBoard_H2/Detective.H2.IT16.ENT2,Nature will eliminate those who do not look out for themselves.,Naturak beren burua zaintzen ez dituenak ezabatuko deuseztuko ditu.
DetectiveBoard_H2/Detective.H2.IT06.ENT2,PLACEHOLDER,PLACEHOLDER
DetectiveBoard_H2/Detective.H2.IT01,Sean - The Fighter,Sean - Borrokalaria
DetectiveBoard_H2/Detective.H2.IT05.ENT1,"Sean has founded his own Kung-Fu school. His disciples use moves I've seen performed by his father back in the day.
They have a real technical background, and can even defend against my fastest strikes.
I need to stay focused.","Sean-ek bere Kung-Fu eskola propioa zabaldu du. Bere dizipuluek erabiltzen dituzten mugimenduak garai batean bere aitak ibiltzen zituenak dira.
Formazio oso teknikoa dute, eta erasorik azkarrenetatik ere babestu daitezke.
Kontzentratuta egon behar dut."
DetectiveBoard_H2/Detective.H2.IT05,"Sean's Disciple",Sean-en Dizipulua
DetectiveBoard_H2/Detective.H2.IT15,"Sean's Father",Sean-en aita
DetectiveBoard_H2/Detective.H2.IT16,"Sean's Values",Sean-en baloreak
DetectiveBoard_H2/Detective.H2.IT01.ENT1,"Sean, I met him several times when I was a kid. Our fathers knew each others as Kung-fu masters. I can't believe he took part in their deaths.","Sean, batzuetan topatu nintzen berekin haurra nintzenean. Gu bion aitek elkar ezagutzen zuten, Kung-Fu irakasle baitziren biak. Ezin dut sientsi beraien heriotzetan parte hartu zuenik."
DetectiveBoard_H2/Detective.H2.IT11,Tech guy,Teknikaria
DetectiveBoard_H2/Detective.H2.IT02,The Club,Kluba
DetectiveBoard_H2/Detective.H2.IT10,The Three Trials,Hiru probak
DetectiveBoard_H2/Detective.H2.IT07.ENT1,The guy at the entrance told me that I need a special pass if I want to get to Sean.,Sarrerako tipoak esan dit sarrera berezi bat behar dudala Sean-engana joateko.
DetectiveBoard_H2/Detective.H2.IT15.ENT2,"There is a portrait of an elder inside and inscription on the back:

""Be a teacher for a day, be a father for life.""","Barruan bere aitaren argazki bat dago eta inskripzio bat du atzeko aldean:

""Izan irakasle egun batez eta izan aita bizi osorako."""
DetectiveBoard_H2/Detective.H2.IT12.ENT1,"This USB key should give me access to Jinfeng's personal computer.",USB giltza honek Jinfeng-en ordenagailuko sarbidea eman beharko lidake.
DetectiveBoard_H2/Detective.H2.IT16.ENT3,To face death with equanimity.,Heriotzari lasaitasunez aurre egiteko.
DetectiveBoard_H2/Detective.H2.IT08.ENT1,"With this pass I can go directly to ""The Burning"".","Sarrera honekin zuzenean joan naiteke ""Erreketa""ra."
DetectiveBoard_H2/Detective.H2.IT09.ENT2,unlocked,desblokeatuta
DetectiveBoard_H3/Detective.H3.IT05,Artist Residence Door,Artisten egoitzarako atea
DetectiveBoard_H3/Detective.H3.IT13,Bodyguard,Bizkartzaina
DetectiveBoard_H3/Detective.H3.IT10.ENT1,"CYCLE
Go on a deep and thoughtful visit through The Cycle, to seek and embrace your own patterns in these works of art.","ZIKLOA
Murgildu zaitez Zikloan egingo duzun bisita sakonean, artelan hauetan zure patroi propioak aurkitu eta onartzeko."
DetectiveBoard_H3/Detective.H3.IT17,Club Code,Klubeko kodea
DetectiveBoard_H3/Detective.H3.IT04.ENT1,Doors to the stairs are locked.,Eskaileretako ateak itxita daude.
DetectiveBoard_H3/Detective.H3.IT03,Elevator,Igogailua
DetectiveBoard_H3/Detective.H3.IT19,Elevator Key,Igogailuko giltza
DetectiveBoard_H3/Detective.H3.IT10,Exhibition : CYCLE,Erakusketa : ZIKLOA
DetectiveBoard_H3/Detective.H3.IT09,Exhibition : IDENTITY,Erakusketa : NORTASUNA
DetectiveBoard_H3/Detective.H3.IT11,Exhibition : TWINS,Erakusketa : BIKIAK
DetectiveBoard_H3/Detective.H3.IT08,Family Photo,Familia argazkia
DetectiveBoard_H3/Detective.H3.IT17.ENT1,"I found this on one of Sean's disciples.
There is a code written on the back of it.","Sean-en dizipulu batek hau zeraman.
Atzeko aldean kode bat du idatzita."
DetectiveBoard_H3/Detective.H3.IT03.ENT1,I need a key to use this elevator.,Giltza bat behar dut igogailu hau erabiltzeko.
DetectiveBoard_H3/Detective.H3.IT18.ENT1,"I've encountered several disciples from Sean's school here.
They still help each other, surely because Yang asks them to do so.","Sean-en eskolako hainbat dizipulu topatu ditut hemen.
Elkarri laguntzen jarraitzen dute, Yang-ek hala eskatuta ziurrenik."
DetectiveBoard_H3/Detective.H3.IT09.ENT1,"IDENTITY
Embark on a journey with artists who want to express, explore, and question the concept of identity and what it means to them in today's ever-changing world.","NORTASUNA
Abiatu zaitez bidaian gaur egungo mundu aldakorreko nortasunaren esanahia eta kontzeptua bera adierazi, esploratu eta zalantzan jartzen duten artistekin batera."
DetectiveBoard_H3/Detective.H3.IT16.ENT1,It opens the doors to the stairs in the atrium.,Atarian eskaileretara daraman atea irekitzen du.
DetectiveBoard_H3/Detective.H3.IT01,Kuroki - The Artist,Kuroki - Artista
DetectiveBoard_H3/Detective.H3.IT08.ENT1,"Kuroki had a twin.
Must be why she is so obsessed with her own image.
Something terrible seems to have happened to her at some point in her life.","Kuroki-k ahizpa biki bat zuen.
Beharbada horregatik dago bere itxurarekin hain obsesionatuta.
Bere bizitzan zehar zerbait ikaragarria gertatuko zitzaiola dirudi."
DetectiveBoard_H3/Detective.H3.IT15,"Kuroki's Inner Circle",Kuroki-ren barne-zirkulua
DetectiveBoard_H3/Detective.H3.IT15.ENT1,"Kuroki's exhibition is surreal, but this last fight was beyond anything I expected. These people appear to have lost their minds… somehow.","Kuroki-ren erakusketa surrealista da, baina azken borroka hau espero nuena baino haratago doa. Jende honek burua galdu duela dirudi."
DetectiveBoard_H3/Detective.H3.IT01.ENT1,"Kuroki’s past is hard to investigate. All I know is that she is Japanese, and rumors tie her to the underworld world.","Kuroki-ren iragana ikertzeko zaila da. Dakidan guztia bera Japoniarra dela da, eta txutxumutxuek kaleko krimenarekin lotzen dute."
DetectiveBoard_H3/Detective.H3.IT16,Museum Keycard,Museoko txartela
DetectiveBoard_H3/Detective.H3.IT06,Museum Map,Museoko mapa
DetectiveBoard_H3/Detective.H3.IT18,"Sean's Army",Sean-en armada
DetectiveBoard_H3/Detective.H3.IT14,Security,Segurtasuna
DetectiveBoard_H3/Detective.H3.IT01.ENT3,She now runs an art museum. She works there day and night on her most ambitious exhibition to date.,Orain arte museo bat zuzentzen du. Orain arteko erakusketarik anbiziotsuenean lanean ari da bertan gau eta egun.
DetectiveBoard_H3/Detective.H3.IT01.ENT2,Something must have happened to force her into exile here in China.,Zerbait gertatuko zen hona Txinara herbesteratu behar izan zenerako.
DetectiveBoard_H3/Detective.H3.IT04,Stairs Access,Eskailerako sarrera
DetectiveBoard_H3/Detective.H3.IT07,Strange Mask,Maskara bitxia
DetectiveBoard_H3/Detective.H3.IT11.ENT1,"TWINS
Twins captures the fascinating similarities of identical twins. But just as engaging are the subtle differences between each pair, confirming each twin’s individuality.","BIKIAK
Bikiak-ek biki berdinen antzekotasun liluragarriak jasotzen ditu. Baina aldi berean zirraragarrik dira bikote bakoitzaren arteko desberdintasunak, biki bakoitzaren indibidualtasuna baieztatus."
DetectiveBoard_H3/Detective.H3.IT12,Temporary Exhibition,Erakusketa tenporala.
DetectiveBoard_H3/Detective.H3.IT02,The Museum,Museoa
DetectiveBoard_H3/Detective.H3.IT19.ENT1,The elevator key.,Igogailuko giltza.
DetectiveBoard_H3/Detective.H3.IT06.ENT1,"The place is like a maze, but if I get it right, I just need to get to the top floor to face Kuroki.","Lekuak labirintoa dirudi, baina ongi ulertu badut, azken solarira iritsi behar dut Kuroki-ri aurre egiteko."
DetectiveBoard_H3/Detective.H3.IT13.ENT1,"The strongest opponent I've met so far.
He strikes hard, defends well, and knows how to grapple.
I need to use everything I know if I'm to defeat him.","Inoiz topatu dudan aurkaririk indartsuena.
Gogor kolpatzen du, ongi defendatu eta badaki nola hartu.
Dakidan guztia erabili beharko dut garaitu nahi badut."
DetectiveBoard_H3/Detective.H3.IT14.ENT1,"There's a lot of security tonight. I guess Sean warned the group of my existence.
Some have blades, I need to be careful.","Segurtasun handia dago gaur gauean. Sean-ek taldeari nire berri emango zion.
Batzuk labanak dituzte, kontuz ibili behar dut."
DetectiveBoard_H3/Detective.H3.IT05.ENT1,This door has an old lock.,Ate honek giltzarrapo zaharra du.
DetectiveBoard_H3/Detective.H3.IT07.ENT1,This mask seems to be mocking me.,Maskara hau nitaz trufatzen ari dela dirudi.
DetectiveBoard_H3/Detective.H3.IT02.ENT1,"This museum is a brand-new, high-class building, financed privately.","Museo hau oso berria da, goi-mailako eraikuntza, finantziazio pribatuarekin egina."
DetectiveBoard_H3/Detective.H3.IT12.ENT1,"Visit the latest exhibition from Kuroki, a vivid and intense voyage throughout the psyche.","Bisitatu Kuroki-ren azken erakusketa, psikean zeharreko bidaia bizi eta garbian."
DetectiveBoard_H4/Detective.H4.IT15,A conspiracy,Konspirazio bat
DetectiveBoard_H4/Detective.H4.IT10.ENT1,"A vow that swears to protect the talismans. It is signed by a group called The Guardians. It looks ancient. My father, Sean's father and Jinfeng’s names are on it.

The talismans are traps created to corrupt.
The malevolence of their powers are too strong for them to be used.
The Guardians must always serve.
It will train and recruit disciples to pass the burden.
Guarding the talismans will protect the people and the world from corruption.","Talismanak babestuko direla zin egiteko boto batzuk. 'Zaindariak' izeneko talde batek sinatuta dago. Antzinakoa dirudi. Nire aitaren, Sean-en aitaren eta Jinfeng-en izenak bertan daude.

Talismanak galbidera eramateko sortutako tranpak dira.
Beraien botere gaiztoak erabili ahal izateko indartsuegiak dira.
Zaindariek beti zerbitzatu behar dute.
Dizipuluak errekrutatu eta entrenatuko dira karga hori pasatzeko.
Talismanak gordetzeak jendea eta mundua zorigaitzetik salbatuko du."
DetectiveBoard_H4/Detective.H4.IT01.ENT1,"Alongside my father, Jinfeng was highly renowned and respected among the city’s Kung-Fu masters.
She was always the first to defend the underprivileged and helpless, and always held a strong sense of justice.
I don't know why she turned against them, but she will pay for that.","Nire aitarekin batera, Jinfeng hiriko Kung-Fu maisuen artean oso ezaguna eta errespetatua zen.
Beti zen behartsu eta babesgabeen alde egiten zuen lehenengo, eta beti izan zuen justizia zentzu handia.
Ez dakit zergatik egin duen beraien kontra, baina garesti ordainduko du."
DetectiveBoard_H4/Detective.H4.IT09.ENT1,An old silver key.,Zilarrezko giltza zahar bat.
DetectiveBoard_H4/Detective.H4.IT03.ENT1,"Analysts, managers, developers; all sorts of people work here at The Corporation.
They all have one thing in common… They are too well-trained to be simple office workers.","Analistak, kudeatzaileak, garatzaileak; mota guztietako jendeak egiten du lan Korporazioan.
Gauza bat dute komunean: entrenatuegiak daude bulegoko langile arruntak izateko."
DetectiveBoard_H4/Detective.H4.IT17.ENT1,"Another of Jinfeng's merciless executioners.",Jinfeng-en beste exekutatzaile gupidagabe bat.
DetectiveBoard_H4/Detective.H4.IT11,Art Auction,Arte enkantea
DetectiveBoard_H4/Detective.H4.IT09,Artist’s Key,Artistaren giltza
DetectiveBoard_H4/Detective.H4.IT11.ENT1,"Charity Art Auction
Kuroki's Museum is heavily funded by Jinfeng.
This is a flyer promoting the collaboration between the two entities, and the auction they held to raise money for the grand opening.","Arte enkante benefikoa
Kuroki-ren Museoak Jinfeng-en diru asko jasotzen du.
Bi entitateen arteko elkarlana goraipatzen duen paper bat da hau, eta lekuaren irekierarako dirua lortzeko egin zuren enkante handia aipatzen da."
DetectiveBoard_H4/Detective.H4.IT06,Elevator,Igogailua
DetectiveBoard_H4/Detective.H4.IT13,Elevator Keycard,Igogailuko txartela
DetectiveBoard_H4/Detective.H4.IT03,Employees,Langileak
DetectiveBoard_H4/Detective.H4.IT17,Hui Su,Hui Su
DetectiveBoard_H4/Detective.H4.IT08.ENT1,"I found another one of these old boxes in Jinfeng's safe.
The box is empty.","Mota honetako beste kutxa zahar bat aurkitu dut Jinfeng-en kutxa gotorrean.
Kutxa hutsik dago."
DetectiveBoard_H4/Detective.H4.IT06.ENT1,I need a keycard to use this elevator.,Txartel bat behar dut igogailu hau erabili ahal izateko.
DetectiveBoard_H4/Detective.H4.IT05.ENT1,"Instead of having to go on the top of the building, I need to go deeper underground to find Jinfeng.
I sense a strong calling coming from the depths of this place.","Eraikinaren goienera igo beharrean, lurpera joan behar dut Jinfeng aurkitzeko.
Leku honen sakonenetik dei indartsu bat nabari dut."
DetectiveBoard_H4/Detective.H4.IT01,Jinfeng - The CEO,Jinfeng - CEO-a
DetectiveBoard_H4/Detective.H4.IT02.ENT2,Jinfeng has her office on the top floor of the building.,Jinfeng-ek bere bulegoa eraikin honen goieneko solairuan du.
DetectiveBoard_H4/Detective.H4.IT07,"Jinfeng's Computer",Jinfeng-en ordenagailua
DetectiveBoard_H4/Detective.H4.IT08,"Jinfeng's Safe",Jinfeng-en kutxa gotorra
DetectiveBoard_H4/Detective.H4.IT07.ENT1,"Jinfeng's personal computer. I need the password to unlock it.",Jinfeng-en ordenagailu pertsonala. Desblokeatzeko pasahitza behar dut.
DetectiveBoard_H4/Detective.H4.IT01.ENT2,"Now she has become the head of a vast and extremely powerful corporation.
She's still helping those in need, albeit with greater means, but her sudden increase in wealth is very suspicious.","Orain izugarri handi eta boteretsua den korporazio bateko burua da.
Oraindik behar dutenei laguntzen die, baliabide gehiagorekin, baina bere bapateko aberastasuna susmagarria da."
DetectiveBoard_H4/Detective.H4.IT04,Shadows,Itzalak
DetectiveBoard_H4/Detective.H4.IT16.ENT1,"She is one of Jinfeng's trusted lieutenants.
She lectured me about The Guardians, the group my father, Jinfeng, and the other masters belonged to back in the day.
Why did my father never tell me about this group?","Jinfeng-en ordezkari fidelenetako bat da.
Zaindariei buruz irakatsi zidan, garai batean nire aita, Jinfeng eta beste maisu batzuk kide izan ziren taldea.
Zergatik ez zidan aitak talde hau inoiz aipatu?"
DetectiveBoard_H4/Detective.H4.IT04.ENT1,"Silent, cold blooded fanatics.
They ambushed me in the depths of The Tower.","Ixilak, odol hotzeko fanatikoak.
Dorrearen sakonean segada ipini zidaten."
DetectiveBoard_H4/Detective.H4.IT16,Sun Mei,Sun Mei
DetectiveBoard_H4/Detective.H4.IT14,The Dawn,Egunsentia
DetectiveBoard_H4/Detective.H4.IT14.ENT1,"The Dawn Group

The symbol and name of the secret order founded to wipe out the Guardians.","Egunsentia Taldea

Zaindariak desegiteko sortutako ordena honen irudi eta izena."
DetectiveBoard_H4/Detective.H4.IT10,"The Guardian's Vows",Zaindarien botoak
DetectiveBoard_H4/Detective.H4.IT05,The Rift,Arrakala
DetectiveBoard_H4/Detective.H4.IT12,The Sanctuary,Santutegia
DetectiveBoard_H4/Detective.H4.IT12.ENT1,"The Sanctuary Opening
Yang's Sanctuary. Looks like it was financed by Jinfeng's company.
There's a list of traditional Chinese healing methods used at the place.

""The Corporation is proud to continue their partnership with The Sanctuary, a place dedicated to traditional healing of the world’s most severe illnesses. The Sanctuary has aided the medical community in treating several untreatable conditions with astonishing results.""","Santutegiaren irekiera
Yang-en Santutegia. Jinfeng-ek enpresak finantzatu zuela dirudi.
Hemen erabiltzen diren Txinako sendatze metodo tradizionalen zerrenda bat dago.

""Korporazioa harro dago Santutegiarekin duen elkarlanarekin jarraitzeaz, munduko gaixotasunik larrienak sendatzeko modu tradizionalei eskeinitako lekua. Santutegiak medikuntza komunitateari lagundu dio tratatu ezin ziren gaixotasunak tratatu eta emaitza harrigarriak lortuz."""
DetectiveBoard_H4/Detective.H4.IT02,The Tower,Dorrea
DetectiveBoard_H4/Detective.H4.IT13.ENT1,The elevator keycard.,Igogailuko txartela.
DetectiveBoard_H4/Detective.H4.IT15.ENT1,"The five kung-fu schools destroyed eight years ago, and the four masters killed.
They were called The Guardians.

Jinfeng betrayed them, she planned it all right here with Yang and the others.","Orain dela zortzi urte deuseztatu ziren bost kung-fu eskolak, eta bertan lau maisuak hil zituzten.
Zaindariak deitzen zieten.

Jinfeng-ek traizionatu zituen, hemen planeatu zuen dena Yang eta besteekin."
DetectiveBoard_H4/Detective.H4.IT02.ENT1,"The highest building in the city, located in a recently constructed district.","Hiriko eraikinik altuena, berriki eraikitako barruti batean."
DetectiveBoard_H5/Detective.H5.IT15.ENT2,"""He who has Kung-Fu and Wude, makes the other know he can break him. And the other doesn’t want to fight anymore. This is Wude.""","""Kung-Fu eta Wude-a duenak, bestari xeheatu dezakeela jakinarazten dio. Eta besteak ez du borrokan jarraitu nahi. Hori da Wude-a."""
DetectiveBoard_H5/Detective.H5.IT14.ENT2,"1. REN 仁 - HUMANITY
2. LI 禮 - DEFERENCE
3. ZHI 智 - WISDOM
4. YI 義 - JUSTICE
5. XIN 信 - SINCERITY","1. REN 仁 - GIZATASUNA
2. LI 禮 - ADEITASUNA
3. ZHI 智 - JAKITURIA
4. YI 義 - JUSTIZIA
5. XIN 信 - ZINTZOTASUNA"
DetectiveBoard_H5/Detective.H5.IT02.ENT1,A refuge for the terminally ill. It grants them access to a range of traditional healing methods to try and alleviate their pain.,Gaixotasun terminalak dituztenentzako babesgunea. Beraien minak arintzen laguntzeko sendatze metodo tradizionalak eskura jartzen dizkien leku bat.
DetectiveBoard_H5/Detective.H5.IT16,Alchemist Vows,Alkimistaren botoak
DetectiveBoard_H5/Detective.H5.IT03.ENT1,An article about Yang and The Sanctuary.,Yang eta Santutegiari buruzko artikulu bat.
DetectiveBoard_H5/Detective.H5.IT09.ENT1,An old key adorned with the symbol of a flower.,Lore baten ikurra duen giltza zahar bat.
DetectiveBoard_H5/Detective.H5.IT06,Aromatic Garden Door,Lorategi aromatikoko atea
DetectiveBoard_H5/Detective.H5.IT07,Aromatic Garden Key,Lorategi aromatikoko giltza
DetectiveBoard_H5/Detective.H5.IT12,"Fajar's Medical Report",Fajar-en mediku txostena
DetectiveBoard_H5/Detective.H5.IT08.ENT1,"Fajar's room at the Sanctuary.",Fajar-en Santutegiko gela.
DetectiveBoard_H5/Detective.H5.IT09,"Flower's Key",Lore giltza
DetectiveBoard_H5/Detective.H5.IT01.ENT2,He disappeared with his wife and daughter when I was still a child. He came back years later and murdered my father in cold blood.,Bere emazte eta alabarekin desagertu zen ni oraindik haurra nintzela. Urte batzuk beranduago itzuli eta nire aita odol hotzean hil zuen.
DetectiveBoard_H5/Detective.H5.IT01.ENT3,"He now lives above the city and runs a traditional healing center, but he doesn't appear to be in touch with the world.","Orain hirian bizi da eta medikuntza tradizional zentro bat zuzentzen du, baina ez dirudi kanpoko munduarekin inongo erlaziorik duenik."
DetectiveBoard_H5/Detective.H5.IT04.ENT1,I need a keycard to get through this door.,Ate hau zeharkatzeko txartel bat behar dut.
DetectiveBoard_H5/Detective.H5.IT13.ENT1,I sense a deep sadness here. I wonder what it means to Yang?,Hemen tristura handia nabari dut. Zer esan nahi ote du Yang-entzat?
DetectiveBoard_H5/Detective.H5.IT04,Inner Garden Door,Barruko lorategiko atea
DetectiveBoard_H5/Detective.H5.IT02.ENT2,It has gained a strange reputation over the years thanks to its so-called “medical miracles.”,"Urteetan zehar ospe arraro samar bat irabazi du, “mediku-mirari” deitutakoei esker."
DetectiveBoard_H5/Detective.H5.IT05,Keycard,Txartela
DetectiveBoard_H5/Detective.H5.IT06.ENT1,Locked.,Itxita.
DetectiveBoard_H5/Detective.H5.IT03,Newspaper,Egunkaria
DetectiveBoard_H5/Detective.H5.IT08,Room 206,206 gela
DetectiveBoard_H5/Detective.H5.IT11,Sacred Mountains,Mendi sakratuak
DetectiveBoard_H5/Detective.H5.IT13,Statue,Estatua
DetectiveBoard_H5/Detective.H5.IT14,The Five Values,Bost balioak
DetectiveBoard_H5/Detective.H5.IT02,The Sanctuary,Santutegia
DetectiveBoard_H5/Detective.H5.IT10,The Tombs,Hilobiak
DetectiveBoard_H5/Detective.H5.IT07.ENT1,The key of the aromatic garden.,Lorategi aromatikoko giltza.
DetectiveBoard_H5/Detective.H5.IT16.ENT2,"The talismans are gifts created to serve.
The greatness of their powers is too strong to be left unused.
The group must never become extinct.
It will strike again and retrieve the gifts.
Studying and using the talismans will benefit all people.","Talismanak zerbitzatzeko sortutako opariak dira.
Beraien boterearen handitasuna indartsuegia da erabili gabe uzteko.
Taldea ezin da inoiz desagertu.
Berriz eraso egin eta opariak berreskuratuko ditu.
Talismanak eralibi eta ikertzeak jende guztiari onura ekarriko dio."
DetectiveBoard_H5/Detective.H5.IT14.ENT1,"This is a symbol I saw in Yang’s office.
It represents the five moral values.","Hau da Yang-en bulegoan ikusi nuen ikurra.
Bost balio moralak irudikatzen ditu."
DetectiveBoard_H5/Detective.H5.IT16.ENT1,"This is an ancient scroll signed by The Alchemists.
A new symbol has been recently added (The Dawn).","Alkimistek sinatutako antzinako pergaminoak.
Ikur berri bat gehitu diote berriki (Egunsentia)."
DetectiveBoard_H5/Detective.H5.IT11.ENT1,"This is where everything ended, once and for all. Everything.","Hemen bukatu zen dena, behin betiko. Den-dena."
DetectiveBoard_H5/Detective.H5.IT15.ENT1,"This was on Yang’s tree, above two tombs. Two lost souls.
This was the beginning of the end for him.","Hau Yang-en zuhaitzean zegoen, bi hilobiren gainean. Galdutako bi arima.
Hau izan zen bere amaieraren hasiera."
DetectiveBoard_H5/Detective.H5.IT03.ENT2,"Today marks the eighth anniversary of the Sanctuary that sits high above the city. Founded by a former martial artist, it has welcomed many patients over the years, providing a full range of traditional healing techniques.","Gaur da hiriaren gainean dagoen Santutegiaren zortzigarren urtemuga. Arte martzialetako maisu izandako batek sortua, paziente askori eman die ongi etorria urteetan zehar, sendatze teknika tradizionalen aukera zabala eskeiniz."
DetectiveBoard_H5/Detective.H5.IT01.ENT1,"Trained and raised by my father and Sifu. We were close, he taught me a lot over the years.","Nire aita eta Sifurekin entrenatu eta hazitakoa. Hurkoak ginen, asko irakatsi zidan urteetan zehar."
DetectiveBoard_H5/Detective.H5.IT05.ENT1,"With this keycard I can go directly to Yang's office.","Txartel honekin Yang-en bulegora zuzenean joan nahiteke."
DetectiveBoard_H5/Detective.H5.IT01,Yang - The Leader,Yang - Liderra
DetectiveBoard_H5/Detective.H5.IT12.ENT1,"Yang has been keeping a very close eye on Fajar's mental and physical health over the years.","Yang-ek Fajar-en osasun mental eta fisikoa oso hurbiletik jarraitu du urte hauetan zehar."
DetectiveBoard_H5/Detective.H5.IT10.ENT1,"Yang suffered a great loss, a loss that made him bitter and blinded him.
Could things have been different?","Yang-ek galera handia sufritu zuen, zakarrago bihurtu eta itsutu zuen galera."
DetectiveBoard_H5/Detective.H5.IT15,"Yang's Flowers",Yang-en loreak
DetectiveBoard_H5/Detective.H5.IT03.ENT3,"“We welcome the lost, the despairing, and the broken spirits."" says the founder of The Sanctuary.
""Such a place should have existed long before I founded it.""","“Galdutako, etsitako eta puskatutako espirutei ongi etorria ematen diegu." dio Santutegiaren sortzaileak.
"Nik sortu baino askoz ere lehenagotik existitu behar zuen leku bat."""
DetectiveBoard_Tips/Detective.Tips.IT02.ENT1,After a Game Over or Give Up you can choose the level you want to start from among the ones you have unlocked.,Joko Amaiera edo Amore Ematearen ondoren desblokeatu dituzun mailetatik zeinetan hasi nahi duzun aukeratu dezakezu.
DetectiveBoard_Tips/Detective.Tips.IT01.ENT1,After each death the pendant increases its Death Counter.,"Heriotza bakoitzaren ondoren, zintzilikarioak Heriotz Kontagailuan gehituko du."
DetectiveBoard_Tips/Detective.Tips.IT01.ENT3,"As the years increase, the pendant gradually loses its power and the coins eventually break.","Urteak pasa ahala zintzilikarioak bere boterea galtzen du eta azkenean txanponak puskatu egingo dira."
DetectiveBoard_Tips/Detective.Tips.IT06.ENT3,Avoid: time slows down for the duration of the attack. Any hit on an enemy during this window will stun them.,Ekidin: erasoak iraun bitartean denbora moteldu egiten da. Tarte honetan etsai bati emandako edozein kolpek nahasita utziko du.
DetectiveBoard_Tips/Detective.Tips.IT04.ENT5,Avoiding attacks regenerates a small amount of structure.,Erasoak ekiditeak oreka apur bat berreskuratzen laguntzen du.
DetectiveBoard_Tips/Detective.Tips.IT06.ENT2,"Deflect: the attack will be parried, leaving an opponent open to a counter-attack or throw.","Baztertu: erasoa aldaratu egingo da, erasotzailea kontraeraso edo jaurtitze baterako arriskuan utziz."
DetectiveBoard_Tips/Detective.Tips.IT04.ENT4,Deflecting / Parrying attacks prevents you from having your structure broken.,Erasoak baztertu/aldaratzeak zure oreka galtzea ekidingo du.
