LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:66e500,"benetan, ez zen ezer!","really, it was nothing!",,CutsceneCellphone,Cellphone3
line:2acde0,dena ongi zegoen,everything was fine,,CutsceneCellphone,Cellphone3
line:666129,pozten naiz ongi baldin bazaude,i'm just glad you're ok,,Player,Cellphone3
line:d2ddf0,"maite zaitut,","i love you,",,Player,Cellphone3
line:e25ebd,ama,mom,,Player,Cellphone3
line:6a17a6,nik ere maite zaitut,i love you too,,CutsceneCellphone,Cellphone3
line:2e7f4d,itxaron,wait,,Player,Cellphone4
line:545678,zerbait gertatzen ari da?!,something's happening?!,,Player,Cellphone4
line:9a8ed9,hori Belatz Tontor-eko goranzko\nhaize-bolada ezaguna al zen?,was that the famous Hawk Peak updraft!?,,CutsceneCellphone,Cellphone4
line:2a159c,eh,uh,,Player,Cellphone4
line:9fcd15,hala dirudi,looks like it,,Player,Cellphone4
line:9ef186,oraintxe bertan murgildu behar zenuke!,you should catch a ride on it now!,,CutsceneCellphone,Cellphone4
line:1d16be,gelditu baino lehen,before it fizzles out,,CutsceneCellphone,Cellphone4
line:09fc02,nahi bai,i wanna,,Player,Cellphone4
line:a32f4d,baina urduri antzean nago,but i'm kinda nervous,,Player,Cellphone4
line:d5621b,claire,claire,,CutsceneCellphone,Cellphone4
line:0d150f,egin dezakezu!,you can do it!,,CutsceneCellphone,Cellphone4
line:4c5080,"laster joango naiz bisitan, bai?","i'll come visit you soon, ok?",,CutsceneCellphone,Cellphone4
line:e45965,ah eta,also,,CutsceneCellphone,Cellphone4
line:82a853,ez ahaztu goraintziak ematea <color=red>izeba May</color>-ri!,don't forget to say hi to <color=red>Aunt May</color> for me!,,CutsceneCellphone,Cellphone4
line:e7b047,txabolan zure zain egongo\nda segur aski,she's probably waiting for\nyou back at the cottage,,CutsceneCellphone,Cellphone4
line:52f04c,"agur, maite zaitut!","bye, love you!",,CutsceneCellphone,Cellphone4
line:230817,"nik ere maite zaitut, ama","love you too, mom",,Player,Cellphone4
line:85188e,kaixo,hey,Unsure where this line is...,Original,AuntFinished
line:2ed2fe,ongi legoke atseden hartzea,i think it'd be nice to take a break,If the player tries to take a nap at the end of the game.,Original,EndGameStart
line:be5dbc,egizu lo,sleep,Dialogue choice.,Player,EndGameStart
line:6b397e,oraindik ez,not yet,Dialogue choice.,Player,EndGameStart
line:fd5647,ados,alrighty,If they choose to nap.,Original,EndGameStart
line:33151c,siesta ordua da!,it's nap time!,,Original,EndGameStart
line:0493bf,"orduan, nolakoa izan da?",so what has it been like there?,Unused.,Original,Node101
line:f8414d,tira ba,well,Unused.,Player,Node101
line:65055a,"murgiltzeko moduaz hitz egin behar dizut, oraindik ez baduzu ikasi","i need to talk about how to dive, if u havent been given the tutorial yet",Unused.,Original,Node102
line:45a376,ez naiz inoiz nekatzen ikuspegi honekin,i never get tired of this view,This dialogue is played during the opening screen of the game. Claire is speaking to her Aunt in the car.,AuntSpeaker,TitleScreenIntroStart
line:cda187,"claire,","claire,",,AuntSpeaker,TitleScreenIntroStart
line:d7aeb5,uda honetan primeran\npasatuko duzu hemen!,you're gonna have a great\ntime here this summer!,,AuntSpeaker,TitleScreenIntroStart
line:760ec9,nik uste,i think,,AuntSpeaker,TitleScreenIntroStart
line:62ea07,ona izango dela\nhiritik urruntzea,it'll be good to get\naway from the city,,AuntSpeaker,TitleScreenIntroStart
line:d3607e,eta gertatzen ari den\nguztiaz atsedena hartzea,and take a break from\neverything else going on,,AuntSpeaker,TitleScreenIntroStart
line:3fd92a,oraindik esna zaude?,are you still awake?,,AuntSpeaker,TitleScreenIntroStart
line:049cc1,mmmmm,mmmmm,,Original,TitleScreenIntroStart
line:302117,agian,maybe,,Original,TitleScreenIntroStart
line:dedd03,eutsi pixka bat gehiago!,hold on a little longer!,,AuntSpeaker,TitleScreenIntroStart
line:a605f1,ia ferryan gaude,we're almost at the ferry,,AuntSpeaker,TitleScreenIntroStart
line:126e5b,"zure ""albo-lantxoa"" hartuko dut","i'll take your ""side gig""",Dialogue choice.,Player,ConsiderKidQuest
line:03a23c,ezpa,nope,Dialogue choice.,Player,ConsiderKidQuest
line:0d9c32,ongi,good,If you accept Shell Kid's job.,Original,ConsiderKidQuest
line:d2d27b,hartu hau...,take this...,,Original,ConsiderKidQuest
line:85f4ce,...eta eraman May Basozainari,...and deliver it to Ranger May,,Original,ConsiderKidQuest
line:f109e4,hori da dena,that is all,,Original,ConsiderKidQuest
line:3232ef,zuk ikusi,suit yourself,If you decline Shell Kid's quest.,Original,ConsiderKidQuest
line:b0f25b,banaketan nabil!,i've got a delivery!,If you deliver Shell Kid's necklace to your Aunt.,Player,AuntNecklace
line:1dcac3,Jen-ena da,it's from Jen,,Player,AuntNecklace
line:168e81,ai ene!,oh wow!,,Original,AuntNecklace
line:e06d87,oso polita da,it's so pretty,,Original,AuntNecklace
line:ca470a,oso neska atsegina da,she's such a sweet girl,,Original,AuntNecklace
line:13f4b4,maskor horiek guztiak\nbiltzea izugarrizko lana izango zen,collecting all those shells\nmust have been a lot of work,,Original,AuntNecklace
line:07c5c9,"tira, egia esan...",well actually...,,Player,AuntNecklace
line:e1489b,hmm?,hmm?,,Original,AuntNecklace
line:a40af1,eh ez dio axola,eh never mind,,Player,AuntNecklace
line:240101,oh!,oh!,,Original,AuntNecklace
line:fede28,zerbait gogoratu dut,i remembered something,,Original,AuntNecklace
line:312906,urrezko luma hau aurkitu dut txabolan,i found this golden feather in the cabin,,Original,AuntNecklace
line:21415c,erabil zenezakeela pentsatu dut,i figured you could use it,,Original,AuntNecklace
line:95fb1a,"hara, mila esker","woah, thanks",,Player,AuntNecklace
line:31d44f,une hau nahiko,this is,,Player,AuntNecklace
line:3ac7bb,egokia izan da,weird timing,,Player,AuntNecklace
line:594e0f,lepokoa ekartzeagatik\nsari baten antzekoa al da?,"is this like, a reward for\ndelivering the necklace?",This is a joke about how video games always give you rewards for quests - and this is the quest reward even though the characters in the game don't know it.,Player,AuntNecklace
line:4f7537,"eh, ez?","uh, no?",,Original,AuntNecklace
line:324d4c,ah,huh,,Player,AuntNecklace
line:2d2083,"oh, bide batez","oh, by the way",,Original,AuntNecklace
line:727813,ohh hori perfektua da,ohh that's perfect,If you trade a toy shovel to the frog for the big shovel.,Original,FrogTrade
line:39b491,trukatu dezagun!,let's trade!,,Original,FrogTrade
line:0c7755,nire pala erabili nahi duzunean...,when you want to use my shovel...,,Original,FrogTrade
line:dfbca3,<color=red>sakatu {{MenuButton}}</color> inbentarioa ireki\neta <color=red>hornitzeko</color>,<color=red>press {{MenuButton}}</color> to open your inventory\nand <color=red>equip it</color>,,Original,FrogTrade
line:52873b,ibili itzaletik!,keep it fresh!,,Original,FrogTrade
line:08d344,"zaude hor,\nlaguntxo","hold on there,\nyoung friend",When you meet the big bear in the snowy area.,Original,PolarBearStart
line:acea5b,esatea ez axola izatea espero dut,i hope you don't mind me saying,,Original,PolarBearStart
line:1099bb,baina ez dirudi\nprest zaudenik,but you seem a\nlittle unprepared,,Original,PolarBearStart
line:817652,hemen goian oso hotz dago\nusatuta ez daudenentzat,it's mighty cold up here for\nfolks who aren't accustomed,,Original,PolarBearStart
line:2136cc,ez nuen espero hainbeste hoztuko zuenik!,i didn't expect it to get this cold!,,Player,PolarBearStart
line:eb8b41,lumak izozten ari zaizkit,my feathers are freezing up,,Player,PolarBearStart
line:e544b0,Belatz Tontor probintzian\nbakarra da duen jarduera geotermikoagatik,Hawk Peak is unique in the\nprovince for geothermal activity,,Original,PolarBearStart
line:0c4c62,hozten hasten bazara\ngeldi zaitez gure iturri termaletan,"if you get too chilly, stop\nat one of the hotsprings",,Original,PolarBearStart
line:00e22d,horrek indarrak itzuli\nbeharko lizkizuke!,that should give you\nback your strength!,,Original,PolarBearStart
line:53a164,eskerrik asko gomendioagatik!,thanks for the tip!,This dialogue only plays if you don't have enough feathers at this point.,Player,PolarBearStart
line:da7689,eh,uh,,Player,PolarBearStart
line:4e76d8,ia gailurrean nago?,am i almost at the top?,,Player,PolarBearStart
line:6535ef,"tira, bai...","well, yes...",,Original,PolarBearStart
line:035a7d,baina igoera zaila da,but it's a tricky climb,,Original,PolarBearStart
line:c3ba01,orain dituzunak baino <color=red>urrezko\nluma</color> gehiago beharko dituzu,you might need more <color=red>golden\nfeathers</color> than you have now,,Original,PolarBearStart
line:6e4900,aupa hi!,hey there,This dialogue plays after you've gotten to the top.,Original,PolarBearStart
line:81a16c,onik igo zara?,did you get up safely?,,Original,PolarBearStart
line:2f558c,baiba!,yup!,,Player,PolarBearStart
line:1bd829,tira,well,,Player,PolarBearStart
line:05be99,esan zenezake...,you could say i...,,Player,PolarBearStart
line:fef811,...HOTZ-ta HOTZ-ta igo naizela!,...BEAR-ly made it!,This is a pun.,Player,PolarBearStart
line:bd9ba7,karkar,haha,,Player,PolarBearStart
line:100ad6,...,...,,Original,PolarBearStart
line:e09a0c,ulertu duzu?,do you get it?,,Player,PolarBearStart
line:c8da80,oh,oh,,Original,PolarBearStart
line:b44e22,ulertu dut,i get it,,Original,PolarBearStart
line:835d44,kontuz ibili hor zehar!,be safe out there!,If you talk to the bear again before making it to the top.,Original,PolarBearStart
line:53a781,ni naiz zure izebari\nirratiz deituko diona\narazoak baldin badituzu!,i'm the one who has to\nradio your aunt if\nyou get into trouble!,,Original,PolarBearStart
line:c3e961,nire bizitza korri egitea da,running is my life,A random jogger will say this.,Original,Runner2Start
line:bfbadb,maratoiak korritzen ditut mundu osoan zehar,i run marathons all around the world,,Original,Runner2Start
line:773dc9,eta...,what if,If you talk to the jogger again.,Original,Runner2Start
line:11536d,korri egitea nire bizitza izan beharrean,running wasn't my life,,Original,Runner2Start
line:36d1dd,ez ote dut korrika egingo,but i was actually using running,,Original,Runner2Start
line:8de64b,BIZITZARENGANDIK ihes egiteko!?,to run FROM life!?,,Original,Runner2Start
line:c173c6,...,...,,Original,Runner2Start
line:670a59,pentsamendu kezkagarria da hori,that's a troubling thought,,Original,Runner2Start
line:f72c0e,LEHENENGO KORRI!!,SPEED FIRST!!,A random jogger.,Original,Runner3Start
line:5fd249,HITZEGIN GERO!!,TALK LATER!!,,Original,Runner3Start
line:82d424,kaixo!,hey!,If you talk to a specific jogger after hearing about the race.,Player,Runner3Start
line:3875bf,gaur lasterketa egingo duzu?,are you doing the race today?,,Player,Runner3Start
line:199978,bai,yeah,,Original,Runner3Start
line:24dca3,nahiko lanpetuta nabil orain,i'm kinda busy right now,,Original,Runner3Start
line:205f2e,zer nahi duzu?,what do you want?,,Original,Runner3Start
line:4259b6,zertarako ari zara korrika?,what are you jogging for?,If the player hasn't heard about the race when starting this dialogue.,Player,Runner3Start
line:575dc5,barkatu?,excuse me?,,Original,Runner3Start
line:ec50e2,lasterketarako entrenatzen ari naiz!,i'm training for the race!,,Original,Runner3Start
line:f41820,zer nahi duzu?,what do you want?,,Original,Runner3Start
line:4c1ab9,zu berriro?,you again?,If you talk to them again.,Original,Runner3Start
line:6e934b,zer nahi duzu?,what do you want?,,Original,Runner3Start
line:bed782,lasterketan parte har dezaket?,can i join the race?,Dialogue choice.,Player,Runner3Start
line:f0d6a7,ezer ez,nothing,Dialogue choice.,Player,Runner3Start
line:0a5f04,*hasperen*,*sigh*,,Original,Runner3Start
line:f09f2c,bada hilabete bat-edo\nizen-ematea itxi zela,"registration ended\nlike, last month",,Original,Runner3Start
line:d9fe0a,zergatik ez ditu\ninork arauak irakurtzen?,why does no one\nread the rules!?,,Original,Runner3Start
line:538f2a,gaur bidali behar izan\ndudan <color=red>bigarren pertsona</color> zara!,you're <color=red>the second person</color>\ni've had to turn away today!,This person is Avery.,Original,Runner3Start
line:4b379d,nolanahi ere,anyway,,Original,Runner3Start
line:9cdf84,joan beharra daukat,i gotta go,,Original,Runner3Start
line:2fffae,ongi,welp,,Original,Runner3Start
line:b89bd1,joan beharra daukat,i gotta go,,Original,Runner3Start
line:6ce8aa,ugh...,ugh...,A random jogger.,Original,Runner4Start
line:682dfd,gorroto ditut zango-egunak,i hate leg days,,Original,Runner4Start
line:919d2e,oh eh,oh uh,"If the player has met their uncle, this plays...",Player,Runner4Start
line:486301,zure osabak gogoraraztea nahi zuen,your uncle wanted me to remind you,,Player,Runner4Start
line:412751,atsedenaldiak egiteko,to take breaks,,Player,Runner4Start
line:dc639a,eta hidratatuta egoteko,and to stay hydrated,,Player,Runner4Start
line:c9231c,aholku ona da,that's good advice,,Original,Runner4Start
line:17a4fb,lehenengo bueltarekin hasi...,just one more lap first...,,Original,Runner4Start
line:d74fa4,zorte on!,good luck!,,Player,Runner4Start
line:41e6b6,eskerrik asko,thanks,,Original,Runner4Start
line:5cafa7,ugh...,ugh...,,Original,Runner4Start
line:771cf2,gorroto ditut zango-egunak,i hate leg days,,Original,Runner4Start
line:21cf22,"Helianthus Dissultantis ""Goma Lorea""","The Helianthus Dissultantis ""Rubber Flower""",This is a sign that describes how the flower + bucket mechanic works. Written in the style of an informational board at a park.,Original,BucketSignStart
line:ac8167,Belatz Tontor Probintzia Parkeko Lore Ofiziala,Hawk Peak Provincial Park's Official Flower,,Original,BucketSignStart
line:e36269,Landaren espezie berezi hau <color=yellow>bapatean loratzen</color>\nda uholdeekin\nur puxika bezala puztuz!,"This unique species <color=yellow>blooms instantly</color>\nin flash flooding conditions, inflating\nlike a water balloon!",,Original,BucketSignStart
line:ec2521,Ikus ezazu zuk zeuk parkeko\n<color=yellow>ur ontzi</color> komunal batekin!,Experience it for yourself with one of\nthe park's communal <color=yellow>water buckets!</color>,,Original,BucketSignStart
line:da1b6e,<color=#e3967f>*Ontzi guztiak parkearen jabetzakoak dira.</color>,<color=#e3967f>*All buckets are property of the park.</color>,,Original,BucketSignStart
line:9d3c78,<color=#e3967f>Mesedez ez eraman ontzirik\nparketik!!</color>,<color=#e3967f>Please do not remove buckets\nfrom the park!!</color>,,Original,BucketSignStart
line:cdb11f,hmm,hmm,,Player,BucketSignStart
line:893c47,urez betetako kuboak astuna dirudi...,a bucket full of water seems heavy...,This is important tutorial information.,Player,BucketSignStart
line:dc899d,ez dut uste hegan egin\nedo eskalatu nezakeenik urez\nbetetako kubo batekin...,i don't think i could fly\nor climb carrying a bucket\nfull of water...,,Player,BucketSignStart
line:c03601,baina seguru asko planeatu ahal izango dut!,but i could probably still glide!,,Player,BucketSignStart
line:37428a,ez dut uste hegan egin\nedo eskalatu nezakeenik urez\nbetetako kubo batekin,i don't think i could fly\nor climb carrying a bucket\nfull of water,,Player,BucketSignStart
line:e51435,baina seguru asko planeatu dezakedala!,but i could probably still glide!,,Player,BucketSignStart
line:0511de,"nahi duzuna, zuk ikusi","whatever, suit yourself",If you don't buy the tough birds feathers.,Original,ToughBirdExit
line:cee433,zer arazo dudan NIK?,what's MY deal?,"If you ask Tough Bird - ""What's your deal!?""",Original,ToughBirdWhatDeal
line:6cdec4,HMPF!,HMPH!,,Original,ToughBirdWhatDeal
line:20b440,zer arazo duzu ZUK!?,what's YOUR deal!?,,Original,ToughBirdWhatDeal
line:5cd3d2,tira...,well...,,Player,ToughBirdWhatDeal
line:3a5721,belatz tontor aldera noa,i'm hiking up to hawk peak,,Player,ToughBirdWhatDeal
line:763c29,uau,wow,,Original,ToughBirdWhatDeal
line:ca2ad4,zeinen originala,sounds kinda basic,"""Basic"" is a not too offensive insult, that implies someone is uninteresting / too mainstream.",Original,ToughBirdWhatDeal
line:c72c5f,aizu!,hey!,,Player,ToughBirdWhatDeal
line:a73677,esan nahi dudana da,i'm just saying,,Original,ToughBirdWhatDeal
line:15eb7a,turistak nonahitik datoz,tourists come from all over,,Original,ToughBirdWhatDeal
line:d047c2,eta horrela dabiltza,they're like,,Original,ToughBirdWhatDeal
line:87fc49,"""belaatz tontooorrera noaa!""","""i'm goonnaa hike to hawwk peaak""",,Original,ToughBirdWhatDeal
line:dc79a1,gero igo egiten dira,then they get up there,,Original,ToughBirdWhatDeal
line:df37dd,eta benetazko ahalegina\ndela ikusi,and see that it actually\ntakes real effort,,Original,ToughBirdWhatDeal
line:65f61c,eta amore ematen dute,and then they give up,,Original,ToughBirdWhatDeal
line:8e3aa9,ene bada!,geez,,Player,ToughBirdWhatDeal
line:d4abe7,ez duzu zertan izan,you don't have to be,,Player,ToughBirdWhatDeal
line:1cc87c,...horrelakoa...,...like that,,Player,ToughBirdWhatDeal
line:0a3403,hori bakarrik diot,i'm just saying,,Original,ToughBirdWhatDeal
line:11e3a4,mundu guztiak egiten duela,it's a little basic,,Original,ToughBirdWhatDeal
line:47ba90,ba,so,,Player,ToughBirdWhatDeal
line:cf0784,zer arazo DUZU?,what IS your deal?,,Player,ToughBirdWhatDeal
line:5ddd9c,nirea esan dizut,i gave you mine,,Player,ToughBirdWhatDeal
line:0d3cc3,dirua behar dut,i need money,,Original,ToughBirdWhatDeal
line:edd8e9,...,...,,Player,ToughBirdWhatDeal
line:7973bb,*hasperen*,*sigh*,,Original,ToughBirdWhatDeal
line:adfb25,datorren seihilekoko ikasketak\nordaintzeko motz ibiliko naiz,i'm gonna be short on\ntuition next semester,,Original,ToughBirdWhatDeal
line:cf2e64,ia iritsi naiz,i'm nearly there though,,Original,ToughBirdWhatDeal
line:a6c367,diru estra bat lortu nahian,just trying to make some extra cash,,Original,ToughBirdWhatDeal
line:dc1233,huh,huh,,Player,ToughBirdWhatDeal
line:acb2a8,zenbat behar duzu,how much do you need,,Player,ToughBirdWhatDeal
line:30eb73,...,...,,Original,ToughBirdWhatDeal
line:ac88f8,nire traste guztiak\nsaldu ondoren,well after i sell\nall my junk,,Original,ToughBirdWhatDeal
line:435122,400 bat txanpon falta zaizkit oraindik...,i'll still be short by about 400 coins...,,Original,ToughBirdWhatDeal
line:72431d,oh,oh,,Player,ToughBirdWhatDeal
line:6f84d5,bai...,yeah...,,Original,ToughBirdWhatDeal
line:a86edb,zer egindo diogu bada,but whatever,,Original,ToughBirdWhatDeal
line:bad128,hori omen da bizitza,that's life i guess,,Original,ToughBirdWhatDeal
line:9cf882,itxaron zer?,wait what?,If you ask to pay the Tough Bird's tuition.,Original,ToughBirdTuition
line:cbaa8d,benetan?,really?,,Original,ToughBirdTuition
line:9284d3,"bai, noski",yeah sure,,Player,ToughBirdTuition
line:aff092,baina zergatik?,but why?,,Original,ToughBirdTuition
line:7a98aa,eztakit,i dunno,,Player,ToughBirdTuition
line:9695ed,hemen dudan gehiena\nirlan zehar aurkitu dut,i found most of this just by\nlooking around the island,,Player,ToughBirdTuition
line:131aa6,oso ona naiz gauzak aurkitzen,i'm pretty good at finding stuff,,Player,ToughBirdTuition
line:6428d7,uau,wow,,Original,ToughBirdTuition
line:fda1cc,eh,uh,,Original,ToughBirdTuition
line:be049a,ez dakit zer esan,i don't know what to say,,Original,ToughBirdTuition
line:67bb03,"400 txanpon dira, ezta?","it's 400 coins, right?",,Player,ToughBirdTuition
line:fb019d,hartzank!,here ya go!,,Player,ToughBirdTuition
line:07ddb5,...,...,,Original,ToughBirdTuition
line:a36d85,eskerrik asko,thanks,,Original,ToughBirdTuition
line:2d0e86,hm,um,,Original,ToughBirdTuition
line:d33091,zuretzat har dezakezu,you can have this,,Original,ToughBirdTuition
line:bd574d,nik eh,i uh,,Original,ToughBirdTuition
line:ffdcaf,aurkitu egin dut,found it,,Original,ToughBirdTuition
line:0f0128,interneten-edo\nsaltzeko idea nuen,i was gonna sell it on\nthe internet or whatever,"The phrase ""sell it on the internet or whatever"" is supposed to match what the Old Goat said about them losing their watch - as a bit of a callback joke. They were right!",Original,ToughBirdTuition
line:13777d,baina ez dut gehiago behar,but i don't need it anymore,,Original,ToughBirdTuition
line:6efae9,huh,huh,,Player,ToughBirdTuition
line:c0e365,ok,okay,,Player,ToughBirdTuition
line:c84104,gerartio,later,,Original,ToughBirdExitNeutral
line:fafc6f,oh bai,oh yeah,"If you try to buy feathers after paying for tuition, the bird is nicer.",Original,ToughBirdBuyFeatherNice
line:2068f8,arazorik gabe,no problem,,Original,ToughBirdBuyFeatherNice
line:cb2443,40 txanponen truke\neskuratu dezakezu,you can have it for the\nregular price of 40 coins,,Original,ToughBirdBuyFeatherNice
line:6938d1,bai horixe!,sure!,,Original,ToughBirdBuyFeatherNice
line:9f5c4f,40 txanponen truke eskura dezakezu,you can have it for 40 coins,,Original,ToughBirdBuyFeatherNice
line:db7350,gero arte,see ya later,,Original,ToughBirdBuyFeatherNice
line:99287e,oh egon,oh wait,,Player,ToughBirdBuyFeatherNice
line:6cf4bf,txanpon gutxi dauzkat,i'm short on cash,,Player,ToughBirdBuyFeatherNice
line:f67146,egia esan...,actually...,,Original,ToughBirdBuyFeatherNice
line:e5cbce,geratzen zitzaizkidan\nluma guztiak erosi zenituen,you bought all the\nfeathers i had left,,Original,ToughBirdBuyFeatherNice
line:19dabf,sentitzen dut,sorry,,Original,ToughBirdBuyFeatherNice
line:7fcff9,ONGI da,that's OK,,Player,ToughBirdBuyFeatherNice
line:3e8976,erlojua oso polita da,the watch is really nice,If you talk to the old goat after delivering the watch.,Player,GoatDone
line:7f5ed0,oh mila esker,why thank you,,Original,GoatDone
line:97c9fe,nire aitonarena zen,it was my grandfather's,,Original,GoatDone
line:546ed9,mundu osoan ibili da,it's been all around the world,,Original,GoatDone
line:c747af,lehenago ere galdu izan dut erloju hau,i've actually lost this watch before,,Original,GoatDone
line:fa221d,zorionez,luckily,,Original,GoatDone
line:89b012,beti aurkitzen du etxerako bidea antza,it's always seemed to find its way home,,Original,GoatDone
line:7bd1ef,zure erlojua aurkitu dudala uste dut,"hey, i think i found your watch",If you give the watch back.,Player,GoatGive
line:eff68a,bai!,yes!,,Original,GoatGive
line:677360,hori da!!,that's it!!,,Original,GoatGive
line:abc1c9,eskerrik asko! eskerrik asko!!,thank you! thank you!!,,Original,GoatGive
line:d4347e,ez horregatik!,you're welcome!,,Player,GoatGive
line:094523,mesedea itzuli beharko nizuke,i ought to return the favour,,Original,GoatGive
line:03dcec,mesedez,please,,Original,GoatGive
line:d95867,hartu hau,take this,,Original,GoatGive
line:85f9d5,zilarrezko lumak oso ezohikoak dira,silver feathers are very rare,,Original,GoatGive
line:72666e,"bat eskuan izanda,","with one in hand,",,Original,GoatGive
line:6083ad,azkarrago eskala dezakezu,you can climb faster,,Original,GoatGive
line:94f75d,eta gorago hegan egin!,and fly higher!,,Original,GoatGive
line:4bd63e,aizu berriro!,hey again!,"They say ""hey again"" only if you've already met them.",Original,RhinoStart
line:dc151d,kaixo!,hey there!,,Original,RhinoStart
line:036988,zertan zabiltza gaur?,what are you up to today?,,Original,RhinoStart
line:978863,eh,uh,,Player,RhinoStart
line:8f879a,Belatz Tontor-erantz noa,i'm hiking up to Hawk Peak,,Player,RhinoStart
line:af7466,ibilaldi gogorra da!,that's a tough hike!,,Original,RhinoStart
line:2d5d1b,badakizu,you know,,Original,RhinoStart
line:73be56,gora igotzeko <color=red>harkaitz-eskalada</color>\negiten ikasi beharko duzu!,you'll need to learn to <color=red>rock climb</color>\nto make it to the top!,,Original,RhinoStart
line:88b586,zergatik ez zara\nharkaitz-eskalada taldean sartzen?,why not join our\nrock climbing club?,,Original,RhinoStart
line:64794d,oh eh,oh uh,,Player,RhinoStart
line:510fdb,biok bakarrik zaudete?,is it just the two of you?,,Player,RhinoStart
line:7149bd,EH!,HEY!,,ClimbSquirrel,RhinoStart
line:1535cf,HARKAITZ-ESKALATZAILEEN ELKARTEAK\nEHUNKA KIDE DITU MUNDUKO 35\nHERRIALDE BAINO GEHIAGOTAN!,THE ROCK CLIMBERS ASSOCIATION\nHAS HUNDREDS OF MEMBERS SPANNING\nOVER 35 COUNTRIES WORLDWIDE!,,ClimbSquirrel,RhinoStart
line:ee02f6,EHUNKA KIDE HARKAITZ-ESKALADAREN\nARTEA HAZTEN ETA FINTZEN,HUNDREDS OF MEMBERS GROWING AND\nREFINING THE ART OF ROCK CLIMBING,,ClimbSquirrel,RhinoStart
line:239d8b,ARTISAUTZA BERE MUGA\nABSOLUTURA ETA HARAGO BULTZATUZ,PUSHING THE CRAFT TO ITS\nABSOLUTE LIMIT AND BEYOND,,ClimbSquirrel,RhinoStart
line:ee8510,eh,uh,,Player,RhinoStart
line:53d1c0,esan nahi nuen,i meant,,Player,RhinoStart
line:258d4f,zuek biok bakarrik ote zaudeten...,if it's just the two of you...,,Player,RhinoStart
line:ab6dd5,"zera,","like,",,Player,RhinoStart
line:47b978,hemen?,here?,,Player,RhinoStart
line:195560,...,...,,ClimbSquirrel,RhinoStart
line:e54ad7,ETA HORI!?,WHAT OF IT!?,,ClimbSquirrel,RhinoStart
line:451176,ENTZUN MUTIKO,LISTEN KID,,ClimbSquirrel,RhinoStart
line:d84a7a,ESKALADA EZ DA BIHOTZ AHULENTZAT,CLIMBING AIN'T FOR THE WEAK OF HEART,,ClimbSquirrel,RhinoStart
line:93890e,JENDE GEHIENAK,MOST PEOPLE,,ClimbSquirrel,RhinoStart
line:74a72e,EZ DAUKA BEHARREZKOA DENIK,DON'T HAVE WHAT IT TAKES,,ClimbSquirrel,RhinoStart
line:f6efc5,hm,um,,Original,RhinoStart
line:5ff3ad,ez da hain txarra!,it's not really that bad!,,Original,RhinoStart
line:9b7f63,bo hala ere,so anyway,,Original,RhinoStart
line:021ae9,eskalatzaileen klubean sartu nahi duzu?,you want to join the climbers club?,,Original,RhinoAsk
line:132ea9,noski,sure,Dialogue choice.,Player,RhinoAsk
line:fa8e51,mez,nah,Dialogue choice.,Player,RhinoAsk
line:95ed98,ederki!!,great!!,,Original,RhinoAsk
line:50d470,gure hirugarren kidea dugu!,we've got our third member!,,Original,RhinoAsk
line:ce0480,HIRUGARRENA EZ,NOT THIRD,,ClimbSquirrel,RhinoAsk
line:a3badc,MUNDUAN ZEHAR DAUDEN,JUST ANOTHER DROP,,ClimbSquirrel,RhinoAsk
line:3b1fed,EHUNDAKA TANTEN ARTEKO,IN THE HUNDREDS,,ClimbSquirrel,RhinoAsk
line:e7d66d,BAT GEHIAGO,WORLDWIDE,,ClimbSquirrel,RhinoAsk
line:084264,ados ados,alright alright,,Original,RhinoAsk
line:a4fa72,nolanahi ere,anyway,Jump to RhinoInClub.,Original,RhinoAsk
line:99ea93,aww ongi,aww well,If you decline.,Original,RhinoAsk
line:8663c6,abisa iezaidazu\niritziz aldatzen baduzu,let me know if you\nchange your mind,,Original,RhinoAsk
line:00fa8b,luma hori zuk duzu?,so you got that feather?,,Original,RhinoInClub
line:1758a1,oraindik ez...,not yet...,,Player,RhinoInClub
line:9ee6ae,40 txanpon balio dute,they cost 40 coins,,Player,RhinoInClub
line:f629a3,eta {{Item_Coin}} bakarrik dauzkat,and i only have {{Item_Coin}},,Player,RhinoInClub
line:968bf9,oh!,oh!,,Original,RhinoInClub
line:e63187,hmm,hmm,,Original,RhinoInClub
line:e5a798,gainerakoak lortzen ahal dizkizut!,i can spot you the rest!,,Original,RhinoInClub
line:1557db,"ai, mila esker!","woah, thanks!",,Player,RhinoInClub
line:8586a7,ez dago arazorik!,no problem!,,Original,RhinoInClub
line:606c86,baina has gaitezen hasieratik,so first things first,If you don't have a golden feather and you don't know what theu cost.,Original,RhinoInClub
line:c6f899,baduzu <color=red>urrezko luma</color>rik?,you got a <color=red>golden feather?</color>,,Original,RhinoInClub
line:18ca34,baiba!,yup!,,Player,RhinoInClub
line:7ba1fd,primeran!,great!,,Original,RhinoInClub
line:668b67,"oh, oraindik ez","oh, not yet",If you don't have one.,Player,RhinoInClub
line:9703a6,ah,ah,,Original,RhinoInClub
line:2b1f0e,bat gabe ezin duzu eskalatu,you can't climb without one,,Original,RhinoInClub
line:03ff54,baina <color=red>bisitarien zentroa</color>n eros ditzakezu,but you can buy them at the <color=red>visitor center</color>,,Original,RhinoInClub
